국가명,금액
미국 USD,"1,468.38"
유럽연합 EUR,"1,468.38"
일본 JPY (100엔),904.12
중국 CNY,192.86
홍콩 HKD,179.28
대만 TWD,42.96
영국 GBP,"1,758.89"
오만 OMR,"3,625.79"
캐나다 CAD,990.11
스위스 CHF,"1,571.10"
스웨덴 SEK,126.89
호주 AUD,900.63
뉴질랜드 NZD,817.15
체코 CZK,58.15
칠레 CLP,1.42
튀르키예 TRY,40.54
몽골 MNT,0.41
이스라엘 ILS,372.42
덴마크 DKK,196.86
노르웨이 NOK,125.59
사우디아라비아 SAR,371.73
쿠웨이트 KWD,"4,539.84"
바레인 BHD,"3,703.61"
아랍에미리트 AED,380.08
요르단 JOD,"1,968.97"
이집트 EGP,28.28
태국 THB,40.02
싱가포르 SGD,"1,039.23"
말레이시아 MYR,312.27
인도네시아 IDR 100,8.82
카타르 QAR,382.94
카자흐스탄 KZT,2.81
브루나이 BND,"1,039.23"
인도 INR,16.53
파키스탄 PKR,5.03
방글라데시 BDT,11.68
필리핀 PHP,23.77
멕시코 MXN,68.50
브라질 BRL,240.87
베트남 VND 100,5.50
남아프리카 공화국 ZAR,76.55
러시아 RUB,13.96
헝가리 HUF,3.60
폴란드 PLN,340.12
스리랑카 LKR,4.78
알제리 DZD,10.47
케냐 KES,10.78
콜롬비아 COP,0.31
탄자니아 TZS,0.52
네팔 NPR,10.34
루마니아 RON,295.12
리비아 LYD,285.85
마카오 MOP,173.98
미얀마 MMK,0.66
에티오피아 ETB,11.28
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.35
피지 FJD,612.84
