국가명,금액
미국 USD,"1,479.27"
유럽연합 EUR,"1,479.27"
일본 JPY (100엔),913.46
중국 CNY,186.73
홍콩 HKD,170.70
대만 TWD,41.66
영국 GBP,"1,732.80"
오만 OMR,"3,453.34"
캐나다 CAD,976.46
스위스 CHF,"1,557.25"
스웨덴 SEK,130.31
호주 AUD,897.21
뉴질랜드 NZD,818.91
체코 CZK,58.86
칠레 CLP,1.44
튀르키예 TRY,39.22
몽골 MNT,0.39
이스라엘 ILS,360.14
덴마크 DKK,198.25
노르웨이 NOK,126.69
사우디아라비아 SAR,354.33
쿠웨이트 KWD,"4,353.45"
바레인 BHD,"3,531.21"
아랍에미리트 AED,361.97
요르단 JOD,"1,875.18"
이집트 EGP,27.19
태국 THB,39.01
싱가포르 SGD,"1,018.89"
말레이시아 MYR,304.23
인도네시아 IDR 100,8.63
카타르 QAR,364.60
카자흐스탄 KZT,2.80
브루나이 BND,"1,018.89"
인도 INR,15.87
파키스탄 PKR,4.77
방글라데시 BDT,11.14
필리핀 PHP,23.57
멕시코 MXN,69.99
브라질 BRL,242.63
베트남 VND 100,5.34
남아프리카 공화국 ZAR,74.74
러시아 RUB,14.59
헝가리 HUF,3.76
폴란드 PLN,346.00
스리랑카 LKR,4.44
알제리 DZD,9.93
케냐 KES,10.31
콜롬비아 COP,0.33
탄자니아 TZS,0.49
네팔 NPR,9.92
루마니아 RON,297.17
리비아 LYD,278.18
마카오 MOP,165.61
미얀마 MMK,0.63
에티오피아 ETB,12.19
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,600.80
