국가명,금액
미국 USD,"1,473.65"
유럽연합 EUR,"1,473.65"
일본 JPY (100엔),879.58
중국 CNY,189.90
홍콩 HKD,175.79
대만 TWD,42.35
영국 GBP,"1,727.12"
오만 OMR,"3,573.34"
캐나다 CAD,"1,006.33"
스위스 CHF,"1,509.93"
스웨덴 SEK,125.73
호주 AUD,901.91
뉴질랜드 NZD,820.74
체코 CZK,58.62
칠레 CLP,1.46
튀르키예 TRY,42.42
몽골 MNT,0.41
이스라엘 ILS,366.45
덴마크 DKK,197.60
노르웨이 NOK,125.01
사우디아라비아 SAR,366.79
쿠웨이트 KWD,"4,467.57"
바레인 BHD,"3,649.17"
아랍에미리트 AED,374.54
요르단 JOD,"1,940.34"
이집트 EGP,28.75
태국 THB,37.14
싱가포르 SGD,"1,011.21"
말레이시아 MYR,288.47
인도네시아 IDR 100,8.48
카타르 QAR,377.21
카자흐스탄 KZT,3.11
브루나이 BND,"1,011.21"
인도 INR,16.48
파키스탄 PKR,4.94
방글라데시 BDT,12.53
필리핀 PHP,23.87
멕시코 MXN,80.85
브라질 BRL,268.80
베트남 VND 100,5.43
남아프리카 공화국 ZAR,73.81
러시아 RUB,14.77
헝가리 HUF,3.77
폴란드 PLN,341.54
스리랑카 LKR,4.64
알제리 DZD,10.23
케냐 KES,10.19
콜롬비아 COP,0.36
탄자니아 TZS,0.53
네팔 NPR,10.30
루마니아 RON,296.16
리비아 LYD,282.67
마카오 MOP,170.42
미얀마 MMK,0.66
에티오피아 ETB,23.97
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,603.11
