국가명,금액
미국 USD,"1,473.92"
유럽연합 EUR,"1,473.92"
일본 JPY (100엔),903.78
중국 CNY,190.56
홍콩 HKD,176.73
대만 TWD,42.90
영국 GBP,"1,724.12"
오만 OMR,"3,597.50"
캐나다 CAD,"1,005.52"
스위스 CHF,"1,514.90"
스웨덴 SEK,127.26
호주 AUD,894.78
뉴질랜드 NZD,822.07
체코 CZK,58.15
칠레 CLP,1.44
튀르키예 TRY,42.81
몽골 MNT,0.41
이스라엘 ILS,367.35
덴마크 DKK,197.55
노르웨이 NOK,127.02
사우디아라비아 SAR,369.19
쿠웨이트 KWD,"4,493.98"
바레인 BHD,"3,673.25"
아랍에미리트 AED,377.14
요르단 JOD,"1,953.46"
이집트 EGP,29.11
태국 THB,37.76
싱가포르 SGD,"1,017.19"
말레이시아 MYR,290.36
인도네시아 IDR 100,8.76
카타르 QAR,379.71
카자흐스탄 KZT,3.08
브루나이 BND,"1,017.19"
인도 INR,16.57
파키스탄 PKR,4.98
방글라데시 BDT,12.62
필리핀 PHP,24.47
멕시코 MXN,83.19
브라질 BRL,270.56
베트남 VND 100,5.54
남아프리카 공화국 ZAR,73.35
러시아 RUB,14.84
헝가리 HUF,3.75
폴란드 PLN,343.77
스리랑카 LKR,4.64
알제리 DZD,10.28
케냐 KES,10.65
콜롬비아 COP,0.36
탄자니아 TZS,0.54
네팔 NPR,10.38
루마니아 RON,296.41
리비아 LYD,286.53
마카오 MOP,171.47
미얀마 MMK,0.66
에티오피아 ETB,24.35
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,610.51
