국가명,금액
미국 USD,"1,478.07"
유럽연합 EUR,"1,478.07"
일본 JPY (100엔),906.10
중국 CNY,191.17
홍콩 HKD,173.95
대만 TWD,42.03
영국 GBP,"1,765.67"
오만 OMR,"3,510.85"
캐나다 CAD,982.05
스위스 CHF,"1,576.37"
스웨덴 SEK,130.26
호주 AUD,912.80
뉴질랜드 NZD,825.83
체코 CZK,58.43
칠레 CLP,1.46
튀르키예 TRY,39.42
몽골 MNT,0.40
이스라엘 ILS,359.48
덴마크 DKK,198.12
노르웨이 NOK,126.33
사우디아라비아 SAR,359.94
쿠웨이트 KWD,"4,408.02"
바레인 BHD,"3,584.79"
아랍에미리트 AED,367.95
요르단 JOD,"1,907.55"
이집트 EGP,27.82
태국 THB,40.79
싱가포르 SGD,"1,035.87"
말레이시아 MYR,315.22
인도네시아 IDR 100,8.69
카타르 QAR,370.68
카자흐스탄 KZT,2.79
브루나이 BND,"1,035.87"
인도 INR,16.07
파키스탄 PKR,4.87
방글라데시 BDT,11.31
필리핀 PHP,23.62
멕시코 MXN,70.09
브라질 BRL,241.02
베트남 VND 100,5.45
남아프리카 공화국 ZAR,77.67
러시아 RUB,14.11
헝가리 HUF,3.68
폴란드 PLN,344.33
스리랑카 LKR,4.61
알제리 DZD,10.15
케냐 KES,10.48
콜롬비아 COP,0.32
탄자니아 TZS,0.50
네팔 NPR,10.05
루마니아 RON,297.16
리비아 LYD,282.01
마카오 MOP,168.73
미얀마 MMK,0.64
에티오피아 ETB,11.25
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,608.72
