국가명,금액
미국 USD,"1,498.13"
유럽연합 EUR,"1,498.13"
일본 JPY (100엔),931.66
중국 CNY,191.03
홍콩 HKD,175.94
대만 TWD,42.24
영국 GBP,"1,752.24"
오만 OMR,"3,563.90"
캐나다 CAD,999.09
스위스 CHF,"1,580.85"
스웨덴 SEK,130.48
호주 AUD,903.60
뉴질랜드 NZD,825.32
체코 CZK,59.33
칠레 CLP,1.47
튀르키예 TRY,40.90
몽골 MNT,0.41
이스라엘 ILS,366.07
덴마크 DKK,200.74
노르웨이 NOK,127.05
사우디아라비아 SAR,365.54
쿠웨이트 KWD,"4,482.96"
바레인 BHD,"3,640.01"
아랍에미리트 AED,373.55
요르단 JOD,"1,935.26"
이집트 EGP,27.87
태국 THB,38.92
싱가포르 SGD,"1,035.90"
말레이시아 MYR,309.00
인도네시아 IDR 100,8.60
카타르 QAR,376.28
카자흐스탄 KZT,2.86
브루나이 BND,"1,035.90"
인도 INR,16.34
파키스탄 PKR,4.92
방글라데시 BDT,11.68
필리핀 PHP,23.95
멕시코 MXN,72.87
브라질 BRL,249.12
베트남 VND 100,5.47
남아프리카 공화국 ZAR,75.00
러시아 RUB,15.41
헝가리 HUF,3.80
폴란드 PLN,346.96
스리랑카 LKR,4.58
알제리 DZD,10.20
케냐 KES,10.62
콜롬비아 COP,0.34
탄자니아 TZS,0.51
네팔 NPR,10.21
루마니아 RON,300.98
리비아 LYD,285.55
마카오 MOP,170.72
미얀마 MMK,0.65
에티오피아 ETB,13.31
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,611.68
