국가명,금액
미국 USD,"1,454.63"
유럽연합 EUR,"1,454.63"
일본 JPY (100엔),890.29
중국 CNY,185.68
홍콩 HKD,172.20
대만 TWD,42.16
영국 GBP,"1,701.29"
오만 OMR,"3,500.18"
캐나다 CAD,995.13
스위스 CHF,"1,494.48"
스웨덴 SEK,126.55
호주 AUD,878.03
뉴질랜드 NZD,806.14
체코 CZK,57.62
칠레 CLP,1.38
튀르키예 TRY,41.76
몽골 MNT,0.40
이스라엘 ILS,365.16
덴마크 DKK,195.00
노르웨이 NOK,124.38
사우디아라비아 SAR,359.29
쿠웨이트 KWD,"4,379.41"
바레인 BHD,"3,577.12"
아랍에미리트 AED,366.90
요르단 JOD,"1,900.56"
이집트 EGP,28.43
태국 THB,37.07
싱가포르 SGD,998.70
말레이시아 MYR,285.22
인도네시아 IDR 100,8.52
카타르 QAR,369.53
카자흐스탄 KZT,3.01
브루나이 BND,998.70
인도 INR,16.16
파키스탄 PKR,4.85
방글라데시 BDT,12.28
필리핀 PHP,23.99
멕시코 MXN,81.33
브라질 BRL,268.67
베트남 VND 100,5.43
남아프리카 공화국 ZAR,71.33
러시아 RUB,14.56
헝가리 HUF,3.70
폴란드 PLN,338.69
스리랑카 LKR,4.49
알제리 DZD,10.01
케냐 KES,10.23
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.10
루마니아 RON,292.82
리비아 LYD,278.51
마카오 MOP,167.10
미얀마 MMK,0.64
에티오피아 ETB,23.71
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,597.21
