국가명,금액
미국 USD,"1,503.81"
유럽연합 EUR,"1,503.81"
일본 JPY (100엔),906.52
중국 CNY,194.62
홍콩 HKD,180.28
대만 TWD,43.38
영국 GBP,"1,805.60"
오만 OMR,"3,640.59"
캐나다 CAD,"1,005.27"
스위스 CHF,"1,598.75"
스웨덴 SEK,129.16
호주 AUD,920.57
뉴질랜드 NZD,831.70
체코 CZK,59.35
칠레 CLP,1.46
튀르키예 TRY,40.98
몽골 MNT,0.41
이스라엘 ILS,374.98
덴마크 DKK,201.62
노르웨이 NOK,126.48
사우디아라비아 SAR,373.12
쿠웨이트 KWD,"4,564.91"
바레인 BHD,"3,718.04"
아랍에미리트 AED,381.62
요르단 JOD,"1,977.01"
이집트 EGP,28.47
태국 THB,40.77
싱가포르 SGD,"1,050.95"
말레이시아 MYR,318.13
인도네시아 IDR 100,8.87
카타르 QAR,384.50
카자흐스탄 KZT,2.85
브루나이 BND,"1,050.95"
인도 INR,16.62
파키스탄 PKR,5.05
방글라데시 BDT,11.73
필리핀 PHP,23.85
멕시코 MXN,69.46
브라질 BRL,246.89
베트남 VND 100,5.53
남아프리카 공화국 ZAR,79.36
러시아 RUB,14.42
헝가리 HUF,3.67
폴란드 PLN,345.44
스리랑카 LKR,4.79
알제리 DZD,10.50
케냐 KES,10.87
콜롬비아 COP,0.32
탄자니아 TZS,0.51
네팔 NPR,10.39
루마니아 RON,302.24
리비아 LYD,289.31
마카오 MOP,174.90
미얀마 MMK,0.67
에티오피아 ETB,11.39
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,620.95
