국가명,금액
미국 USD,"1,479.98"
유럽연합 EUR,"1,479.98"
일본 JPY (100엔),879.31
중국 CNY,191.60
홍콩 HKD,177.59
대만 TWD,42.59
영국 GBP,"1,732.57"
오만 OMR,"3,607.79"
캐나다 CAD,"1,008.06"
스위스 CHF,"1,506.92"
스웨덴 SEK,125.75
호주 AUD,899.86
뉴질랜드 NZD,817.57
체코 CZK,58.81
칠레 CLP,1.45
튀르키예 TRY,42.85
몽골 MNT,0.41
이스라엘 ILS,372.78
덴마크 DKK,198.44
노르웨이 NOK,124.79
사우디아라비아 SAR,370.35
쿠웨이트 KWD,"4,507.40"
바레인 BHD,"3,683.96"
아랍에미리트 AED,378.19
요르단 JOD,"1,959.10"
이집트 EGP,29.03
태국 THB,37.33
싱가포르 SGD,"1,017.10"
말레이시아 MYR,291.04
인도네시아 IDR 100,8.56
카타르 QAR,380.86
카자흐스탄 KZT,3.14
브루나이 BND,"1,017.10"
인도 INR,16.63
파키스탄 PKR,4.99
방글라데시 BDT,12.66
필리핀 PHP,24.07
멕시코 MXN,81.04
브라질 BRL,267.42
베트남 VND 100,5.48
남아프리카 공화국 ZAR,73.99
러시아 RUB,14.80
헝가리 HUF,3.78
폴란드 PLN,340.98
스리랑카 LKR,4.67
알제리 DZD,10.30
케냐 KES,10.29
콜롬비아 COP,0.35
탄자니아 TZS,0.54
네팔 NPR,10.41
루마니아 RON,297.43
리비아 LYD,285.18
마카오 MOP,172.33
미얀마 MMK,0.66
에티오피아 ETB,24.20
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,611.30
