국가명,금액
미국 USD,"1,467.86"
유럽연합 EUR,"1,467.86"
일본 JPY (100엔),892.58
중국 CNY,186.89
홍콩 HKD,173.06
대만 TWD,42.20
영국 GBP,"1,710.64"
오만 OMR,"3,519.05"
캐나다 CAD,996.07
스위스 CHF,"1,498.51"
스웨덴 SEK,127.28
호주 AUD,890.17
뉴질랜드 NZD,813.96
체코 CZK,58.01
칠레 CLP,1.43
튀르키예 TRY,42.33
몽골 MNT,0.40
이스라엘 ILS,360.90
덴마크 DKK,196.81
노르웨이 NOK,126.05
사우디아라비아 SAR,361.19
쿠웨이트 KWD,"4,405.85"
바레인 BHD,"3,593.35"
아랍에미리트 AED,368.89
요르단 JOD,"1,910.86"
이집트 EGP,28.49
태국 THB,36.96
싱가포르 SGD,"1,004.04"
말레이시아 MYR,285.01
인도네시아 IDR 100,8.57
카타르 QAR,371.43
카자흐스탄 KZT,3.03
브루나이 BND,"1,004.04"
인도 INR,16.26
파키스탄 PKR,4.87
방글라데시 BDT,12.34
필리핀 PHP,23.94
멕시코 MXN,82.18
브라질 BRL,267.40
베트남 VND 100,5.43
남아프리카 공화국 ZAR,72.37
러시아 RUB,14.64
헝가리 HUF,3.77
폴란드 PLN,342.77
스리랑카 LKR,4.53
알제리 DZD,10.07
케냐 KES,10.42
콜롬비아 COP,0.36
탄자니아 TZS,0.53
네팔 NPR,10.17
루마니아 RON,295.52
리비아 LYD,280.20
마카오 MOP,167.93
미얀마 MMK,0.65
에티오피아 ETB,23.83
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,602.48
