국가명,금액
미국 USD,"1,458.46"
유럽연합 EUR,"1,458.46"
일본 JPY (100엔),890.35
중국 CNY,185.84
홍콩 HKD,172.32
대만 TWD,42.12
영국 GBP,"1,702.16"
오만 OMR,"3,502.08"
캐나다 CAD,992.46
스위스 CHF,"1,488.85"
스웨덴 SEK,126.80
호주 AUD,879.83
뉴질랜드 NZD,807.97
체코 CZK,57.59
칠레 CLP,1.38
튀르키예 TRY,41.73
몽골 MNT,0.40
이스라엘 ILS,366.37
덴마크 DKK,195.56
노르웨이 NOK,124.81
사우디아라비아 SAR,359.48
쿠웨이트 KWD,"4,382.58"
바레인 BHD,"3,576.39"
아랍에미리트 AED,367.15
요르단 JOD,"1,901.69"
이집트 EGP,28.54
태국 THB,37.01
싱가포르 SGD,"1,000.11"
말레이시아 MYR,284.87
인도네시아 IDR 100,8.52
카타르 QAR,369.70
카자흐스탄 KZT,3.00
브루나이 BND,"1,000.11"
인도 INR,16.18
파키스탄 PKR,4.85
방글라데시 BDT,12.29
필리핀 PHP,23.96
멕시코 MXN,81.41
브라질 BRL,270.06
베트남 VND 100,5.44
남아프리카 공화국 ZAR,71.13
러시아 RUB,14.58
헝가리 HUF,3.69
폴란드 PLN,338.03
스리랑카 LKR,4.48
알제리 DZD,10.01
케냐 KES,10.21
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.11
루마니아 RON,293.34
리비아 LYD,278.65
마카오 MOP,167.22
미얀마 MMK,0.64
에티오피아 ETB,23.73
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,598.11
