국가명,금액
미국 USD,"1,465.39"
유럽연합 EUR,"1,465.39"
일본 JPY (100엔),879.31
중국 CNY,188.75
홍콩 HKD,174.50
대만 TWD,42.02
영국 GBP,"1,703.81"
오만 OMR,"3,544.46"
캐나다 CAD,992.33
스위스 CHF,"1,500.96"
스웨덴 SEK,125.23
호주 AUD,896.96
뉴질랜드 NZD,816.67
체코 CZK,58.52
칠레 CLP,1.46
튀르키예 TRY,42.29
몽골 MNT,0.40
이스라엘 ILS,368.79
덴마크 DKK,196.46
노르웨이 NOK,124.63
사우디아라비아 SAR,363.76
쿠웨이트 KWD,"4,438.19"
바레인 BHD,"3,618.35"
아랍에미리트 AED,371.45
요르단 JOD,"1,924.26"
이집트 EGP,28.59
태국 THB,36.90
싱가포르 SGD,"1,006.05"
말레이시아 MYR,287.43
인도네시아 IDR 100,8.50
카타르 QAR,374.19
카자흐스탄 KZT,3.10
브루나이 BND,"1,006.05"
인도 INR,16.34
파키스탄 PKR,4.90
방글라데시 BDT,12.43
필리핀 PHP,23.77
멕시코 MXN,80.61
브라질 BRL,268.94
베트남 VND 100,5.37
남아프리카 공화국 ZAR,73.55
러시아 RUB,14.95
헝가리 HUF,3.77
폴란드 PLN,339.92
스리랑카 LKR,4.55
알제리 DZD,10.14
케냐 KES,10.26
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.21
루마니아 RON,294.53
리비아 LYD,281.02
마카오 MOP,169.33
미얀마 MMK,0.65
에티오피아 ETB,23.76
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,599.75
