국가명,금액
미국 USD,"1,489.37"
유럽연합 EUR,"1,489.37"
일본 JPY (100엔),859.03
중국 CNY,189.87
홍콩 HKD,177.52
대만 TWD,42.55
영국 GBP,"1,758.00"
오만 OMR,"3,607.80"
캐나다 CAD,"1,013.11"
스위스 CHF,"1,533.92"
스웨덴 SEK,130.50
호주 AUD,924.57
뉴질랜드 NZD,842.45
체코 CZK,59.18
칠레 CLP,1.47
튀르키예 TRY,42.49
몽골 MNT,0.41
이스라엘 ILS,369.12
덴마크 DKK,199.68
노르웨이 NOK,129.76
사우디아라비아 SAR,369.76
쿠웨이트 KWD,"4,525.64"
바레인 BHD,"3,679.77"
아랍에미리트 AED,377.67
요르단 JOD,"1,956.56"
이집트 EGP,28.78
태국 THB,37.69
싱가포르 SGD,"1,022.29"
말레이시아 MYR,293.96
인도네시아 IDR 100,8.48
카타르 QAR,380.52
카자흐스탄 KZT,2.93
브루나이 BND,"1,022.29"
인도 INR,16.62
파키스탄 PKR,4.98
방글라데시 BDT,11.81
필리핀 PHP,23.59
멕시코 MXN,75.84
브라질 BRL,245.16
베트남 VND 100,5.45
남아프리카 공화국 ZAR,74.74
러시아 RUB,15.70
헝가리 HUF,3.77
폴란드 PLN,344.91
스리랑카 LKR,4.58
알제리 DZD,10.29
케냐 KES,10.80
콜롬비아 COP,0.33
탄자니아 TZS,0.52
네팔 NPR,10.38
루마니아 RON,299.29
리비아 LYD,284.74
마카오 MOP,172.23
미얀마 MMK,0.66
에티오피아 ETB,24.03
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,611.89
