국가명,금액
미국 USD,"1,479.73"
유럽연합 EUR,"1,479.73"
일본 JPY (100엔),866.36
중국 CNY,190.23
홍콩 HKD,176.45
대만 TWD,42.35
영국 GBP,"1,729.11"
오만 OMR,"3,586.59"
캐나다 CAD,"1,011.61"
스위스 CHF,"1,512.13"
스웨덴 SEK,126.56
호주 AUD,906.22
뉴질랜드 NZD,822.96
체코 CZK,58.79
칠레 CLP,1.45
튀르키예 TRY,42.45
몽골 MNT,0.41
이스라엘 ILS,362.34
덴마크 DKK,198.40
노르웨이 NOK,125.40
사우디아라비아 SAR,368.16
쿠웨이트 KWD,"4,481.66"
바레인 BHD,"3,662.70"
아랍에미리트 AED,375.93
요르단 JOD,"1,947.53"
이집트 EGP,28.92
태국 THB,37.28
싱가포르 SGD,"1,013.10"
말레이시아 MYR,289.32
인도네시아 IDR 100,8.51
카타르 QAR,378.61
카자흐스탄 KZT,3.12
브루나이 BND,"1,013.10"
인도 INR,16.55
파키스탄 PKR,4.96
방글라데시 BDT,12.58
필리핀 PHP,23.94
멕시코 MXN,80.30
브라질 BRL,269.85
베트남 VND 100,5.45
남아프리카 공화국 ZAR,73.52
러시아 RUB,15.03
헝가리 HUF,3.77
폴란드 PLN,342.66
스리랑카 LKR,4.66
알제리 DZD,10.28
케냐 KES,10.23
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.34
루마니아 RON,297.34
리비아 LYD,283.79
마카오 MOP,171.23
미얀마 MMK,0.66
에티오피아 ETB,24.06
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,603.27
