국가명,금액
미국 USD,"1,454.62"
유럽연합 EUR,"1,454.62"
일본 JPY (100엔),889.01
중국 CNY,185.03
홍콩 HKD,172.10
대만 TWD,42.19
영국 GBP,"1,695.29"
오만 OMR,"3,496.01"
캐나다 CAD,988.87
스위스 CHF,"1,499.97"
스웨덴 SEK,127.35
호주 AUD,876.65
뉴질랜드 NZD,806.52
체코 CZK,57.33
칠레 CLP,1.37
튀르키예 TRY,42.03
몽골 MNT,0.40
이스라엘 ILS,369.72
덴마크 DKK,195.03
노르웨이 NOK,125.14
사우디아라비아 SAR,358.90
쿠웨이트 KWD,"4,373.96"
바레인 BHD,"3,574.08"
아랍에미리트 AED,366.53
요르단 JOD,"1,898.45"
이집트 EGP,28.79
태국 THB,37.05
싱가포르 SGD,997.26
말레이시아 MYR,284.12
인도네시아 IDR 100,8.55
카타르 QAR,369.07
카자흐스탄 KZT,2.99
브루나이 BND,997.26
인도 INR,16.11
파키스탄 PKR,4.84
방글라데시 BDT,12.26
필리핀 PHP,23.89
멕시코 MXN,80.32
브라질 BRL,269.33
베트남 VND 100,5.43
남아프리카 공화국 ZAR,70.84
러시아 RUB,14.61
헝가리 HUF,3.66
폴란드 PLN,336.51
스리랑카 LKR,4.44
알제리 DZD,9.99
케냐 KES,10.16
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.08
루마니아 RON,292.54
리비아 LYD,279.59
마카오 MOP,167.00
미얀마 MMK,0.64
에티오피아 ETB,23.70
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,592.37
