국가명,금액
미국 USD,"1,501.11"
유럽연합 EUR,"1,501.11"
일본 JPY (100엔),913.12
중국 CNY,194.91
홍콩 HKD,178.96
대만 TWD,43.35
영국 GBP,"1,801.95"
오만 OMR,"3,612.06"
캐나다 CAD,"1,000.68"
스위스 CHF,"1,605.01"
스웨덴 SEK,130.88
호주 AUD,918.22
뉴질랜드 NZD,830.82
체코 CZK,59.36
칠레 CLP,1.47
튀르키예 TRY,40.55
몽골 MNT,0.41
이스라엘 ILS,366.83
덴마크 DKK,201.18
노르웨이 NOK,126.74
사우디아라비아 SAR,370.21
쿠웨이트 KWD,"4,537.30"
바레인 BHD,"3,688.04"
아랍에미리트 AED,378.57
요르단 JOD,"1,961.21"
이집트 EGP,28.51
태국 THB,41.29
싱가포르 SGD,"1,051.78"
말레이시아 MYR,320.39
인도네시아 IDR 100,8.91
카타르 QAR,381.38
카자흐스탄 KZT,2.86
브루나이 BND,"1,051.78"
인도 INR,16.54
파키스탄 PKR,5.00
방글라데시 BDT,11.64
필리핀 PHP,23.75
멕시코 MXN,69.61
브라질 BRL,243.67
베트남 VND 100,5.48
남아프리카 공화국 ZAR,78.65
러시아 RUB,14.30
헝가리 HUF,3.71
폴란드 PLN,345.44
스리랑카 LKR,4.74
알제리 DZD,10.43
케냐 KES,10.78
콜롬비아 COP,0.32
탄자니아 TZS,0.51
네팔 NPR,10.34
루마니아 RON,301.88
리비아 LYD,288.66
마카오 MOP,173.62
미얀마 MMK,0.66
에티오피아 ETB,11.39
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,618.49
