국가명,금액
미국 USD,"1,489.93"
유럽연합 EUR,"1,489.93"
일본 JPY (100엔),855.78
중국 CNY,189.15
홍콩 HKD,176.87
대만 TWD,42.45
영국 GBP,"1,760.49"
오만 OMR,"3,587.09"
캐나다 CAD,"1,013.43"
스위스 CHF,"1,534.04"
스웨덴 SEK,131.68
호주 AUD,927.62
뉴질랜드 NZD,844.27
체코 CZK,59.29
칠레 CLP,1.47
튀르키예 TRY,42.44
몽골 MNT,0.41
이스라엘 ILS,368.47
덴마크 DKK,199.75
노르웨이 NOK,130.86
사우디아라비아 SAR,368.16
쿠웨이트 KWD,"4,509.42"
바레인 BHD,"3,663.59"
아랍에미리트 AED,376.01
요르단 JOD,"1,947.95"
이집트 EGP,28.70
태국 THB,37.73
싱가포르 SGD,"1,021.15"
말레이시아 MYR,293.10
인도네시아 IDR 100,8.47
카타르 QAR,378.75
카자흐스탄 KZT,2.90
브루나이 BND,"1,021.15"
인도 INR,16.53
파키스탄 PKR,4.96
방글라데시 BDT,11.75
필리핀 PHP,23.54
멕시코 MXN,76.09
브라질 BRL,248.47
베트남 VND 100,5.43
남아프리카 공화국 ZAR,74.92
러시아 RUB,15.87
헝가리 HUF,3.78
폴란드 PLN,346.71
스리랑카 LKR,4.54
알제리 DZD,10.29
케냐 KES,10.75
콜롬비아 COP,0.34
탄자니아 TZS,0.52
네팔 NPR,10.33
루마니아 RON,299.39
리비아 LYD,283.57
마카오 MOP,171.59
미얀마 MMK,0.66
에티오피아 ETB,23.92
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,619.01
