국가명,금액
미국 USD,"1,504.26"
유럽연합 EUR,"1,504.26"
일본 JPY (100엔),889.52
중국 CNY,190.22
홍콩 HKD,177.58
대만 TWD,42.27
영국 GBP,"1,788.63"
오만 OMR,"3,602.17"
캐나다 CAD,"1,005.88"
스위스 CHF,"1,554.97"
스웨덴 SEK,128.68
호주 AUD,916.67
뉴질랜드 NZD,824.45
체코 CZK,59.23
칠레 CLP,1.47
튀르키예 TRY,42.22
몽골 MNT,0.41
이스라엘 ILS,382.43
덴마크 DKK,201.59
노르웨이 NOK,125.80
사우디아라비아 SAR,369.70
쿠웨이트 KWD,"4,536.47"
바레인 BHD,"3,678.61"
아랍에미리트 AED,377.57
요르단 JOD,"1,955.99"
이집트 EGP,28.68
태국 THB,38.38
싱가포르 SGD,"1,030.35"
말레이시아 MYR,296.64
인도네시아 IDR 100,8.57
카타르 QAR,380.30
카자흐스탄 KZT,2.93
브루나이 BND,"1,030.35"
인도 INR,16.57
파키스탄 PKR,4.98
방글라데시 BDT,11.80
필리핀 PHP,23.72
멕시코 MXN,76.35
브라질 BRL,248.28
베트남 VND 100,5.47
남아프리카 공화국 ZAR,75.32
러시아 RUB,15.79
헝가리 HUF,3.86
폴란드 PLN,351.65
스리랑카 LKR,4.57
알제리 DZD,10.30
케냐 KES,10.47
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.36
루마니아 RON,302.54
리비아 LYD,286.95
마카오 MOP,172.32
미얀마 MMK,0.66
에티오피아 ETB,23.99
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,616.16
