국가명,금액
미국 USD,"1,490.31"
유럽연합 EUR,"1,490.31"
일본 JPY (100엔),870.24
중국 CNY,190.50
홍콩 HKD,177.70
대만 TWD,42.82
영국 GBP,"1,761.11"
오만 OMR,"3,603.56"
캐나다 CAD,"1,016.75"
스위스 CHF,"1,555.53"
스웨덴 SEK,132.56
호주 AUD,924.36
뉴질랜드 NZD,849.58
체코 CZK,59.92
칠레 CLP,1.47
튀르키예 TRY,42.11
몽골 MNT,0.41
이스라엘 ILS,372.95
덴마크 DKK,199.79
노르웨이 NOK,131.74
사우디아라비아 SAR,369.77
쿠웨이트 KWD,"4,526.41"
바레인 BHD,"3,680.13"
아랍에미리트 AED,377.69
요르단 JOD,"1,956.70"
이집트 EGP,28.71
태국 THB,37.90
싱가포르 SGD,"1,026.07"
말레이시아 MYR,294.70
인도네시아 IDR 100,8.49
카타르 QAR,380.55
카자흐스탄 KZT,2.97
브루나이 BND,"1,026.07"
인도 INR,16.63
파키스탄 PKR,4.97
방글라데시 BDT,11.81
필리핀 PHP,23.63
멕시코 MXN,77.46
브라질 BRL,257.36
베트남 VND 100,5.45
남아프리카 공화국 ZAR,76.75
러시아 RUB,16.13
헝가리 HUF,3.78
폴란드 PLN,347.12
스리랑카 LKR,4.55
알제리 DZD,10.33
케냐 KES,10.80
콜롬비아 COP,0.34
탄자니아 TZS,0.53
네팔 NPR,10.39
루마니아 RON,299.44
리비아 LYD,284.78
마카오 MOP,172.40
미얀마 MMK,0.66
에티오피아 ETB,24.04
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,620.40
