국가명,금액
미국 USD,"1,481.52"
유럽연합 EUR,"1,481.52"
일본 JPY (100엔),917.18
중국 CNY,189.43
홍콩 HKD,170.66
대만 TWD,41.67
영국 GBP,"1,772.82"
오만 OMR,"3,450.22"
캐나다 CAD,986.37
스위스 CHF,"1,560.87"
스웨덴 SEK,130.83
호주 AUD,911.68
뉴질랜드 NZD,834.64
체코 CZK,58.91
칠레 CLP,1.45
튀르키예 TRY,38.90
몽골 MNT,0.39
이스라엘 ILS,359.32
덴마크 DKK,198.67
노르웨이 NOK,125.72
사우디아라비아 SAR,354.07
쿠웨이트 KWD,"4,351.80"
바레인 BHD,"3,524.00"
아랍에미리트 AED,361.64
요르단 JOD,"1,873.48"
이집트 EGP,27.34
태국 THB,40.66
싱가포르 SGD,"1,032.73"
말레이시아 MYR,321.93
인도네시아 IDR 100,8.77
카타르 QAR,364.42
카자흐스탄 KZT,2.77
브루나이 BND,"1,032.73"
인도 INR,15.87
파키스탄 PKR,4.78
방글라데시 BDT,11.12
필리핀 PHP,23.74
멕시코 MXN,67.82
브라질 BRL,242.62
베트남 VND 100,5.40
남아프리카 공화국 ZAR,77.24
러시아 RUB,14.37
헝가리 HUF,3.75
폴란드 PLN,347.24
스리랑카 LKR,4.43
알제리 DZD,10.05
케냐 KES,10.30
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.92
루마니아 RON,297.75
리비아 LYD,280.59
마카오 MOP,165.71
미얀마 MMK,0.63
에티오피아 ETB,11.12
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.33
피지 FJD,605.84
