국가명,금액
미국 USD,"1,475.82"
유럽연합 EUR,"1,475.82"
일본 JPY (100엔),901.23
중국 CNY,191.32
홍콩 HKD,177.43
대만 TWD,42.87
영국 GBP,"1,728.93"
오만 OMR,"3,608.41"
캐나다 CAD,"1,007.58"
스위스 CHF,"1,523.16"
스웨덴 SEK,127.61
호주 AUD,894.51
뉴질랜드 NZD,820.11
체코 CZK,58.33
칠레 CLP,1.42
튀르키예 TRY,42.85
몽골 MNT,0.41
이스라엘 ILS,370.42
덴마크 DKK,197.82
노르웨이 NOK,127.02
사우디아라비아 SAR,370.34
쿠웨이트 KWD,"4,508.49"
바레인 BHD,"3,684.98"
아랍에미리트 AED,378.27
요르단 JOD,"1,959.38"
이집트 EGP,28.79
태국 THB,37.76
싱가포르 SGD,"1,019.11"
말레이시아 MYR,290.69
인도네시아 IDR 100,8.79
카타르 QAR,380.86
카자흐스탄 KZT,3.10
브루나이 BND,"1,019.11"
인도 INR,16.64
파키스탄 PKR,5.00
방글라데시 BDT,12.66
필리핀 PHP,24.45
멕시코 MXN,83.14
브라질 BRL,267.92
베트남 VND 100,5.52
남아프리카 공화국 ZAR,73.17
러시아 RUB,14.86
헝가리 HUF,3.74
폴란드 PLN,342.80
스리랑카 LKR,4.65
알제리 DZD,10.30
케냐 KES,10.60
콜롬비아 COP,0.36
탄자니아 TZS,0.54
네팔 NPR,10.40
루마니아 RON,296.61
리비아 LYD,287.40
마카오 MOP,172.19
미얀마 MMK,0.66
에티오피아 ETB,24.42
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,610.97
