국가명,금액
미국 USD,"1,508.95"
유럽연합 EUR,"1,508.95"
일본 JPY (100엔),873.06
중국 CNY,190.39
홍콩 HKD,177.49
대만 TWD,42.49
영국 GBP,"1,796.30"
오만 OMR,"3,598.79"
캐나다 CAD,"1,012.57"
스위스 CHF,"1,546.49"
스웨덴 SEK,130.55
호주 AUD,934.52
뉴질랜드 NZD,839.20
체코 CZK,59.43
칠레 CLP,1.52
튀르키예 TRY,41.94
몽골 MNT,0.41
이스라엘 ILS,383.26
덴마크 DKK,202.24
노르웨이 NOK,128.02
사우디아라비아 SAR,369.40
쿠웨이트 KWD,"4,531.48"
바레인 BHD,"3,675.16"
아랍에미리트 AED,377.21
요르단 JOD,"1,954.16"
이집트 EGP,28.89
태국 THB,38.24
싱가포르 SGD,"1,030.69"
말레이시아 MYR,296.11
인도네시아 IDR 100,8.57
카타르 QAR,379.94
카자흐스탄 KZT,2.93
브루나이 BND,"1,030.69"
인도 INR,16.57
파키스탄 PKR,4.97
방글라데시 BDT,11.79
필리핀 PHP,23.69
멕시코 MXN,77.98
브라질 BRL,254.28
베트남 VND 100,5.46
남아프리카 공화국 ZAR,76.10
러시아 RUB,15.74
헝가리 HUF,3.85
폴란드 PLN,354.41
스리랑카 LKR,4.58
알제리 DZD,10.33
케냐 KES,10.72
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.36
루마니아 RON,303.71
리비아 LYD,286.67
마카오 MOP,172.20
미얀마 MMK,0.66
에티오피아 ETB,23.98
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,621.40
