국가명,금액
미국 USD,"1,470.99"
유럽연합 EUR,"1,470.99"
일본 JPY (100엔),891.89
중국 CNY,187.07
홍콩 HKD,173.02
대만 TWD,42.19
영국 GBP,"1,714.75"
오만 OMR,"3,519.57"
캐나다 CAD,997.75
스위스 CHF,"1,497.40"
스웨덴 SEK,128.35
호주 AUD,894.23
뉴질랜드 NZD,817.74
체코 CZK,58.03
칠레 CLP,1.43
튀르키예 TRY,42.06
몽골 MNT,0.40
이스라엘 ILS,367.41
덴마크 DKK,197.22
노르웨이 NOK,126.95
사우디아라비아 SAR,361.25
쿠웨이트 KWD,"4,407.51"
바레인 BHD,"3,593.88"
아랍에미리트 AED,368.99
요르단 JOD,"1,912.90"
이집트 EGP,28.50
태국 THB,37.07
싱가포르 SGD,"1,005.45"
말레이시아 MYR,285.20
인도네시아 IDR 100,8.57
카타르 QAR,371.49
카자흐스탄 KZT,3.04
브루나이 BND,"1,005.45"
인도 INR,16.28
파키스탄 PKR,4.87
방글라데시 BDT,12.35
필리핀 PHP,24.01
멕시코 MXN,83.13
브라질 BRL,269.63
베트남 VND 100,5.43
남아프리카 공화국 ZAR,72.89
러시아 RUB,14.62
헝가리 HUF,3.78
폴란드 PLN,345.12
스리랑카 LKR,4.54
알제리 DZD,10.08
케냐 KES,10.42
콜롬비아 COP,0.36
탄자니아 TZS,0.52
네팔 NPR,10.16
루마니아 RON,296.07
리비아 LYD,280.15
마카오 MOP,167.91
미얀마 MMK,0.65
에티오피아 ETB,23.83
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,603.92
