국가명,금액
미국 USD,"1,469.89"
유럽연합 EUR,"1,469.89"
일본 JPY (100엔),919.12
중국 CNY,188.40
홍콩 HKD,169.80
대만 TWD,41.58
영국 GBP,"1,765.50"
오만 OMR,"3,428.13"
캐나다 CAD,975.93
스위스 CHF,"1,560.38"
스웨덴 SEK,129.93
호주 AUD,912.85
뉴질랜드 NZD,838.60
체코 CZK,58.31
칠레 CLP,1.47
튀르키예 TRY,38.60
몽골 MNT,0.39
이스라엘 ILS,354.01
덴마크 DKK,197.19
노르웨이 NOK,125.14
사우디아라비아 SAR,351.87
쿠웨이트 KWD,"4,322.20"
바레인 BHD,"3,501.60"
아랍에미리트 AED,359.37
요르단 JOD,"1,862.96"
이집트 EGP,27.34
태국 THB,40.77
싱가포르 SGD,"1,027.32"
말레이시아 MYR,320.12
인도네시아 IDR 100,8.74
카타르 QAR,362.14
카자흐스탄 KZT,2.75
브루나이 BND,"1,027.32"
인도 INR,15.76
파키스탄 PKR,4.75
방글라데시 BDT,11.05
필리핀 PHP,23.58
멕시코 MXN,67.08
브라질 BRL,242.32
베트남 VND 100,5.38
남아프리카 공화국 ZAR,76.42
러시아 RUB,14.19
헝가리 HUF,3.70
폴란드 PLN,343.08
스리랑카 LKR,4.46
알제리 DZD,9.98
케냐 KES,10.23
콜롬비아 COP,0.31
탄자니아 TZS,0.48
네팔 NPR,9.85
루마니아 RON,295.40
리비아 LYD,278.83
마카오 MOP,164.77
미얀마 MMK,0.63
에티오피아 ETB,11.14
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.33
피지 FJD,604.82
