국가명,금액
미국 USD,"1,474.99"
유럽연합 EUR,"1,474.99"
일본 JPY (100엔),945.12
중국 CNY,187.55
홍콩 HKD,170.79
대만 TWD,41.68
영국 GBP,"1,748.12"
오만 OMR,"3,459.65"
캐나다 CAD,980.31
스위스 CHF,"1,568.63"
스웨덴 SEK,130.21
호주 AUD,892.97
뉴질랜드 NZD,820.11
체코 CZK,58.68
칠레 CLP,1.44
튀르키예 TRY,39.22
몽골 MNT,0.39
이스라엘 ILS,358.92
덴마크 DKK,197.68
노르웨이 NOK,124.96
사우디아라비아 SAR,354.93
쿠웨이트 KWD,"4,365.78"
바레인 BHD,"3,534.09"
아랍에미리트 AED,362.65
요르단 JOD,"1,878.70"
이집트 EGP,27.51
태국 THB,40.02
싱가포르 SGD,"1,025.48"
말레이시아 MYR,309.66
인도네시아 IDR 100,8.67
카타르 QAR,365.36
카자흐스탄 KZT,2.77
브루나이 BND,"1,025.48"
인도 INR,15.88
파키스탄 PKR,4.78
방글라데시 BDT,11.15
필리핀 PHP,23.79
멕시코 MXN,69.35
브라질 BRL,239.27
베트남 VND 100,5.43
남아프리카 공화국 ZAR,74.99
러시아 RUB,14.80
헝가리 HUF,3.74
폴란드 PLN,344.52
스리랑카 LKR,4.41
알제리 DZD,10.07
케냐 KES,10.33
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.92
루마니아 RON,296.53
리비아 LYD,279.08
마카오 MOP,165.73
미얀마 MMK,0.63
에티오피아 ETB,11.70
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.33
피지 FJD,601.13
