국가명,금액
미국 USD,"1,488.30"
유럽연합 EUR,"1,488.30"
일본 JPY (100엔),915.90
중국 CNY,192.40
홍콩 HKD,176.24
대만 TWD,42.72
영국 GBP,"1,787.06"
오만 OMR,"3,558.16"
캐나다 CAD,992.14
스위스 CHF,"1,583.69"
스웨덴 SEK,130.21
호주 AUD,918.46
뉴질랜드 NZD,831.49
체코 CZK,59.01
칠레 CLP,1.44
튀르키예 TRY,40.01
몽골 MNT,0.40
이스라엘 ILS,368.33
덴마크 DKK,199.54
노르웨이 NOK,125.32
사우디아라비아 SAR,364.64
쿠웨이트 KWD,"4,468.63"
바레인 BHD,"3,632.43"
아랍에미리트 AED,372.86
요르단 JOD,"1,931.59"
이집트 EGP,28.16
태국 THB,41.34
싱가포르 SGD,"1,045.22"
말레이시아 MYR,318.16
인도네시아 IDR 100,8.88
카타르 QAR,375.62
카자흐스탄 KZT,2.84
브루나이 BND,"1,045.22"
인도 INR,16.29
파키스탄 PKR,4.93
방글라데시 BDT,11.46
필리핀 PHP,23.83
멕시코 MXN,68.86
브라질 BRL,240.56
베트남 VND 100,5.45
남아프리카 공화국 ZAR,77.83
러시아 RUB,14.16
헝가리 HUF,3.72
폴란드 PLN,345.71
스리랑카 LKR,4.67
알제리 DZD,10.27
케냐 KES,10.62
콜롬비아 COP,0.32
탄자니아 TZS,0.50
네팔 NPR,10.18
루마니아 RON,299.20
리비아 LYD,284.61
마카오 MOP,171.09
미얀마 MMK,0.65
에티오피아 ETB,11.52
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,614.49
