국가명,금액
미국 USD,"1,481.57"
유럽연합 EUR,"1,481.57"
일본 JPY (100엔),873.96
중국 CNY,188.35
홍콩 HKD,174.91
대만 TWD,42.26
영국 GBP,"1,734.23"
오만 OMR,"3,546.38"
캐나다 CAD,999.96
스위스 CHF,"1,498.68"
스웨덴 SEK,127.63
호주 AUD,909.50
뉴질랜드 NZD,831.69
체코 CZK,59.95
칠레 CLP,1.54
튀르키예 TRY,42.41
몽골 MNT,0.40
이스라엘 ILS,372.28
덴마크 DKK,198.56
노르웨이 NOK,127.85
사우디아라비아 SAR,363.96
쿠웨이트 KWD,"4,448.28"
바레인 BHD,"3,620.69"
아랍에미리트 AED,371.64
요르단 JOD,"1,925.25"
이집트 EGP,29.21
태국 THB,37.54
싱가포르 SGD,"1,013.06"
말레이시아 MYR,290.89
인도네시아 IDR 100,8.55
카타르 QAR,374.43
카자흐스탄 KZT,3.09
브루나이 BND,"1,013.06"
인도 INR,16.39
파키스탄 PKR,4.90
방글라데시 BDT,11.65
필리핀 PHP,23.45
멕시코 MXN,82.02
브라질 BRL,266.48
베트남 VND 100,5.36
남아프리카 공화국 ZAR,75.51
러시아 RUB,15.11
헝가리 HUF,3.84
폴란드 PLN,348.49
스리랑카 LKR,4.55
알제리 DZD,10.16
케냐 KES,10.38
콜롬비아 COP,0.36
탄자니아 TZS,0.53
네팔 NPR,10.24
루마니아 RON,297.88
리비아 LYD,282.07
마카오 MOP,169.73
미얀마 MMK,0.65
에티오피아 ETB,23.76
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,604.15
