국가명,금액
미국 USD,"1,475.98"
유럽연합 EUR,"1,475.98"
일본 JPY (100엔),905.48
중국 CNY,190.72
홍콩 HKD,173.83
대만 TWD,41.90
영국 GBP,"1,763.38"
오만 OMR,"3,510.07"
캐나다 CAD,980.69
스위스 CHF,"1,574.73"
스웨덴 SEK,130.03
호주 AUD,910.91
뉴질랜드 NZD,824.43
체코 CZK,58.33
칠레 CLP,1.46
튀르키예 TRY,39.41
몽골 MNT,0.40
이스라엘 ILS,359.15
덴마크 DKK,197.83
노르웨이 NOK,125.82
사우디아라비아 SAR,359.86
쿠웨이트 KWD,"4,406.90"
바레인 BHD,"3,583.99"
아랍에미리트 AED,367.87
요르단 JOD,"1,905.78"
이집트 EGP,27.83
태국 THB,40.67
싱가포르 SGD,"1,034.93"
말레이시아 MYR,314.60
인도네시아 IDR 100,8.69
카타르 QAR,370.60
카자흐스탄 KZT,2.79
브루나이 BND,"1,034.93"
인도 INR,16.07
파키스탄 PKR,4.86
방글라데시 BDT,11.31
필리핀 PHP,23.64
멕시코 MXN,70.01
브라질 BRL,240.77
베트남 VND 100,5.45
남아프리카 공화국 ZAR,77.46
러시아 RUB,14.10
헝가리 HUF,3.68
폴란드 PLN,343.68
스리랑카 LKR,4.61
알제리 DZD,10.15
케냐 KES,10.47
콜롬비아 COP,0.32
탄자니아 TZS,0.50
네팔 NPR,10.05
루마니아 RON,296.74
리비아 LYD,281.94
마카오 MOP,168.69
미얀마 MMK,0.64
에티오피아 ETB,11.25
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,600.88
