국가명,금액
미국 USD,"1,484.01"
유럽연합 EUR,"1,484.01"
일본 JPY (100엔),871.64
중국 CNY,188.37
홍콩 HKD,175.09
대만 TWD,42.41
영국 GBP,"1,742.49"
오만 OMR,"3,554.08"
캐나다 CAD,"1,001.17"
스위스 CHF,"1,495.65"
스웨덴 SEK,128.24
호주 AUD,906.71
뉴질랜드 NZD,837.56
체코 CZK,60.23
칠레 CLP,1.51
튀르키예 TRY,42.45
몽골 MNT,0.40
이스라엘 ILS,374.04
덴마크 DKK,198.91
노르웨이 NOK,129.29
사우디아라비아 SAR,364.74
쿠웨이트 KWD,"4,455.59"
바레인 BHD,"3,628.94"
아랍에미리트 AED,372.46
요르단 JOD,"1,929.48"
이집트 EGP,29.01
태국 THB,37.33
싱가포르 SGD,"1,013.37"
말레이시아 MYR,290.35
인도네시아 IDR 100,8.57
카타르 QAR,375.31
카자흐스탄 KZT,3.09
브루나이 BND,"1,013.37"
인도 INR,16.47
파키스탄 PKR,4.91
방글라데시 BDT,11.66
필리핀 PHP,23.51
멕시코 MXN,81.93
브라질 BRL,264.82
베트남 VND 100,5.37
남아프리카 공화국 ZAR,74.24
러시아 RUB,15.27
헝가리 HUF,3.86
폴란드 PLN,348.98
스리랑카 LKR,4.56
알제리 DZD,10.16
케냐 KES,10.29
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.29
루마니아 RON,298.30
리비아 LYD,282.34
마카오 MOP,169.92
미얀마 MMK,0.65
에티오피아 ETB,23.81
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,603.29
