국가명,금액
미국 USD,"1,492.91"
유럽연합 EUR,"1,492.91"
일본 JPY (100엔),929.46
중국 CNY,189.69
홍콩 HKD,171.47
대만 TWD,41.79
영국 GBP,"1,780.95"
오만 OMR,"3,469.68"
캐나다 CAD,985.87
스위스 CHF,"1,573.71"
스웨덴 SEK,131.40
호주 AUD,911.09
뉴질랜드 NZD,834.93
체코 CZK,59.58
칠레 CLP,1.44
튀르키예 TRY,39.16
몽골 MNT,0.39
이스라엘 ILS,353.10
덴마크 DKK,200.15
노르웨이 NOK,127.43
사우디아라비아 SAR,356.03
쿠웨이트 KWD,"4,378.46"
바레인 BHD,"3,545.18"
아랍에미리트 AED,363.74
요르단 JOD,"1,885.81"
이집트 EGP,27.53
태국 THB,40.56
싱가포르 SGD,"1,035.82"
말레이시아 MYR,317.72
인도네시아 IDR 100,8.84
카타르 QAR,366.45
카자흐스탄 KZT,2.78
브루나이 BND,"1,035.82"
인도 INR,16.00
파키스탄 PKR,4.81
방글라데시 BDT,11.18
필리핀 PHP,24.01
멕시코 MXN,68.92
브라질 BRL,242.72
베트남 VND 100,5.43
남아프리카 공화국 ZAR,76.49
러시아 RUB,14.47
헝가리 HUF,3.80
폴란드 PLN,349.61
스리랑카 LKR,4.38
알제리 DZD,10.10
케냐 KES,10.36
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.99
루마니아 RON,300.11
리비아 LYD,281.37
마카오 MOP,166.33
미얀마 MMK,0.64
에티오피아 ETB,11.21
우즈베키스탄 UZS,0.10
캄보디아 KHR,0.33
피지 FJD,607.75
