국가명,금액
미국 USD,"1,498.48"
유럽연합 EUR,"1,498.48"
일본 JPY (100엔),906.67
중국 CNY,193.71
홍콩 HKD,177.67
대만 TWD,43.22
영국 GBP,"1,791.03"
오만 OMR,"3,586.66"
캐나다 CAD,992.35
스위스 CHF,"1,594.94"
스웨덴 SEK,129.22
호주 AUD,907.87
뉴질랜드 NZD,825.29
체코 CZK,59.03
칠레 CLP,1.44
튀르키예 TRY,40.30
몽골 MNT,0.41
이스라엘 ILS,370.79
덴마크 DKK,200.87
노르웨이 NOK,125.96
사우디아라비아 SAR,367.67
쿠웨이트 KWD,"4,505.82"
바레인 BHD,"3,662.38"
아랍에미리트 AED,375.95
요르단 JOD,"1,946.30"
이집트 EGP,28.33
태국 THB,40.95
싱가포르 SGD,"1,044.51"
말레이시아 MYR,315.35
인도네시아 IDR 100,8.81
카타르 QAR,378.74
카자흐스탄 KZT,2.83
브루나이 BND,"1,044.51"
인도 INR,16.42
파키스탄 PKR,4.97
방글라데시 BDT,11.56
필리핀 PHP,23.76
멕시코 MXN,68.52
브라질 BRL,239.62
베트남 VND 100,5.47
남아프리카 공화국 ZAR,78.32
러시아 RUB,14.23
헝가리 HUF,3.67
폴란드 PLN,344.23
스리랑카 LKR,4.71
알제리 DZD,10.35
케냐 KES,10.70
콜롬비아 COP,0.31
탄자니아 TZS,0.51
네팔 NPR,10.26
루마니아 RON,301.22
리비아 LYD,286.29
마카오 MOP,172.50
미얀마 MMK,0.66
에티오피아 ETB,11.24
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,613.53
