국가명,금액
미국 USD,"1,479.06"
유럽연합 EUR,"1,479.06"
일본 JPY (100엔),874.68
중국 CNY,189.28
홍콩 HKD,176.19
대만 TWD,42.53
영국 GBP,"1,754.61"
오만 OMR,"3,574.03"
캐나다 CAD,"1,000.76"
스위스 CHF,"1,534.17"
스웨덴 SEK,131.46
호주 AUD,909.95
뉴질랜드 NZD,845.55
체코 CZK,59.92
칠레 CLP,1.49
튀르키예 TRY,42.50
몽골 MNT,0.41
이스라엘 ILS,371.38
덴마크 DKK,198.30
노르웨이 NOK,128.98
사우디아라비아 SAR,366.85
쿠웨이트 KWD,"4,488.37"
바레인 BHD,"3,650.25"
아랍에미리트 AED,374.62
요르단 JOD,"1,940.76"
이집트 EGP,28.90
태국 THB,37.51
싱가포르 SGD,"1,017.68"
말레이시아 MYR,291.68
인도네시아 IDR 100,8.46
카타르 QAR,377.37
카자흐스탄 KZT,3.05
브루나이 BND,"1,017.68"
인도 INR,16.47
파키스탄 PKR,4.94
방글라데시 BDT,11.71
필리핀 PHP,23.48
멕시코 MXN,73.66
브라질 BRL,256.42
베트남 VND 100,5.41
남아프리카 공화국 ZAR,73.99
러시아 RUB,15.43
헝가리 HUF,3.75
폴란드 PLN,341.04
스리랑카 LKR,4.53
알제리 DZD,10.20
케냐 KES,10.75
콜롬비아 COP,0.34
탄자니아 TZS,0.53
네팔 NPR,10.30
루마니아 RON,297.20
리비아 LYD,283.40
마카오 MOP,170.97
미얀마 MMK,0.66
에티오피아 ETB,23.87
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,614.80
