국가명,금액
미국 USD,"1,474.56"
유럽연합 EUR,"1,474.56"
일본 JPY (100엔),871.32
중국 CNY,189.70
홍콩 HKD,176.16
대만 TWD,42.31
영국 GBP,"1,722.78"
오만 OMR,"3,581.63"
캐나다 CAD,"1,008.89"
스위스 CHF,"1,508.01"
스웨덴 SEK,125.95
호주 AUD,900.83
뉴질랜드 NZD,819.06
체코 CZK,58.56
칠레 CLP,1.45
튀르키예 TRY,42.47
몽골 MNT,0.41
이스라엘 ILS,361.78
덴마크 DKK,197.73
노르웨이 NOK,124.94
사우디아라비아 SAR,367.67
쿠웨이트 KWD,"4,475.38"
바레인 BHD,"3,657.24"
아랍에미리트 AED,375.46
요르단 JOD,"1,944.99"
이집트 EGP,28.79
태국 THB,37.28
싱가포르 SGD,"1,012.15"
말레이시아 MYR,289.25
인도네시아 IDR 100,8.53
카타르 QAR,378.12
카자흐스탄 KZT,3.11
브루나이 BND,"1,012.15"
인도 INR,16.54
파키스탄 PKR,4.95
방글라데시 BDT,12.56
필리핀 PHP,23.90
멕시코 MXN,80.35
브라질 BRL,269.51
베트남 VND 100,5.44
남아프리카 공화국 ZAR,73.32
러시아 RUB,15.01
헝가리 HUF,3.76
폴란드 PLN,341.58
스리랑카 LKR,4.66
알제리 DZD,10.25
케냐 KES,10.21
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.34
루마니아 RON,296.30
리비아 LYD,283.42
마카오 MOP,170.77
미얀마 MMK,0.66
에티오피아 ETB,24.03
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,609.52
