국가명,금액
미국 USD,"1,495.61"
유럽연합 EUR,"1,495.61"
일본 JPY (100엔),920.13
중국 CNY,189.96
홍콩 HKD,174.12
대만 TWD,42.08
영국 GBP,"1,742.22"
오만 OMR,"3,523.19"
캐나다 CAD,988.81
스위스 CHF,"1,567.57"
스웨덴 SEK,130.22
호주 AUD,898.34
뉴질랜드 NZD,814.92
체코 CZK,59.40
칠레 CLP,1.46
튀르키예 TRY,40.44
몽골 MNT,0.40
이스라엘 ILS,363.60
덴마크 DKK,200.44
노르웨이 NOK,127.29
사우디아라비아 SAR,361.43
쿠웨이트 KWD,"4,431.12"
바레인 BHD,"3,598.81"
아랍에미리트 AED,369.32
요르단 JOD,"1,913.26"
이집트 EGP,27.62
태국 THB,38.79
싱가포르 SGD,"1,031.05"
말레이시아 MYR,306.90
인도네시아 IDR 100,8.67
카타르 QAR,372.00
카자흐스탄 KZT,2.83
브루나이 BND,"1,031.05"
인도 INR,16.16
파키스탄 PKR,4.87
방글라데시 BDT,11.54
필리핀 PHP,23.81
멕시코 MXN,71.84
브라질 BRL,248.67
베트남 VND 100,5.42
남아프리카 공화국 ZAR,75.19
러시아 RUB,15.11
헝가리 HUF,3.80
폴란드 PLN,348.47
스리랑카 LKR,4.53
알제리 DZD,10.10
케냐 KES,10.52
콜롬비아 COP,0.34
탄자니아 TZS,0.50
네팔 NPR,10.10
루마니아 RON,300.55
리비아 LYD,282.92
마카오 MOP,168.97
미얀마 MMK,0.65
에티오피아 ETB,12.30
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,605.95
