국가명,금액
미국 USD,"1,503.38"
유럽연합 EUR,"1,503.38"
일본 JPY (100엔),873.06
중국 CNY,189.65
홍콩 HKD,176.83
대만 TWD,42.44
영국 GBP,"1,790.22"
오만 OMR,"3,586.33"
캐나다 CAD,"1,011.21"
스위스 CHF,"1,540.36"
스웨덴 SEK,130.82
호주 AUD,934.46
뉴질랜드 NZD,841.88
체코 CZK,59.36
칠레 CLP,1.52
튀르키예 TRY,41.72
몽골 MNT,0.41
이스라엘 ILS,381.80
덴마크 DKK,201.49
노르웨이 NOK,128.49
사우디아라비아 SAR,368.12
쿠웨이트 KWD,"4,517.85"
바레인 BHD,"3,662.43"
아랍에미리트 AED,375.91
요르단 JOD,"1,947.39"
이집트 EGP,28.80
태국 THB,38.16
싱가포르 SGD,"1,028.49"
말레이시아 MYR,295.15
인도네시아 IDR 100,8.57
카타르 QAR,378.63
카자흐스탄 KZT,2.91
브루나이 BND,"1,028.49"
인도 INR,16.53
파키스탄 PKR,4.96
방글라데시 BDT,11.75
필리핀 PHP,23.65
멕시코 MXN,78.08
브라질 BRL,254.31
베트남 VND 100,5.43
남아프리카 공화국 ZAR,76.74
러시아 RUB,15.71
헝가리 HUF,3.83
폴란드 PLN,353.20
스리랑카 LKR,4.57
알제리 DZD,10.29
케냐 KES,10.70
콜롬비아 COP,0.35
탄자니아 TZS,0.58
네팔 NPR,10.33
루마니아 RON,303.05
리비아 LYD,284.68
마카오 MOP,171.58
미얀마 MMK,0.66
에티오피아 ETB,23.90
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,620.76
