국가명,금액
미국 USD,"1,508.45"
유럽연합 EUR,"1,508.45"
일본 JPY (100엔),935.90
중국 CNY,196.92
홍콩 HKD,184.83
대만 TWD,44.16
영국 GBP,"1,824.15"
오만 OMR,"3,729.87"
캐나다 CAD,"1,002.48"
스위스 CHF,"1,609.23"
스웨덴 SEK,131.14
호주 AUD,906.91
뉴질랜드 NZD,823.98
체코 CZK,60.13
칠레 CLP,1.45
튀르키예 TRY,41.02
몽골 MNT,0.42
이스라엘 ILS,399.48
덴마크 DKK,202.21
노르웨이 NOK,128.32
사우디아라비아 SAR,382.13
쿠웨이트 KWD,"4,670.37"
바레인 BHD,"3,807.00"
아랍에미리트 AED,390.96
요르단 JOD,"2,022.96"
이집트 EGP,28.27
태국 THB,41.91
싱가포르 SGD,"1,063.27"
말레이시아 MYR,321.40
인도네시아 IDR 100,8.93
카타르 QAR,393.91
카자흐스탄 KZT,2.74
브루나이 BND,"1,063.27"
인도 INR,16.91
파키스탄 PKR,5.16
방글라데시 BDT,12.02
필리핀 PHP,24.34
멕시코 MXN,71.09
브라질 BRL,235.21
베트남 VND 100,5.64
남아프리카 공화국 ZAR,79.38
러시아 RUB,13.61
헝가리 HUF,3.68
폴란드 PLN,353.29
스리랑카 LKR,4.93
알제리 DZD,10.73
케냐 KES,11.11
콜롬비아 COP,0.33
탄자니아 TZS,0.61
네팔 NPR,10.57
루마니아 RON,303.19
리비아 LYD,293.53
마카오 MOP,179.37
미얀마 MMK,0.68
에티오피아 ETB,11.27
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.36
피지 FJD,624.23
