국가명,금액
미국 USD,"1,450.52"
유럽연합 EUR,"1,450.52"
일본 JPY (100엔),886.76
중국 CNY,185.17
홍콩 HKD,171.52
대만 TWD,42.08
영국 GBP,"1,690.83"
오만 OMR,"3,484.16"
캐나다 CAD,986.43
스위스 CHF,"1,494.18"
스웨덴 SEK,127.07
호주 AUD,875.40
뉴질랜드 NZD,804.37
체코 CZK,57.18
칠레 CLP,1.36
튀르키예 TRY,41.78
몽골 MNT,0.39
이스라엘 ILS,368.48
덴마크 DKK,194.49
노르웨이 NOK,124.94
사우디아라비아 SAR,357.67
쿠웨이트 KWD,"4,359.16"
바레인 BHD,"3,558.37"
아랍에미리트 AED,365.27
요르단 JOD,"1,891.96"
이집트 EGP,28.79
태국 THB,36.89
싱가포르 SGD,995.92
말레이시아 MYR,283.68
인도네시아 IDR 100,8.51
카타르 QAR,367.81
카자흐스탄 KZT,2.98
브루나이 BND,995.92
인도 INR,16.05
파키스탄 PKR,4.81
방글라데시 BDT,12.22
필리핀 PHP,23.83
멕시코 MXN,80.12
브라질 BRL,268.16
베트남 VND 100,5.42
남아프리카 공화국 ZAR,70.74
러시아 RUB,14.56
헝가리 HUF,3.65
폴란드 PLN,335.75
스리랑카 LKR,4.42
알제리 DZD,9.96
케냐 KES,10.12
콜롬비아 COP,0.34
탄자니아 TZS,0.53
네팔 NPR,10.05
루마니아 RON,291.72
리비아 LYD,278.63
마카오 MOP,166.44
미얀마 MMK,0.64
에티오피아 ETB,23.61
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,588.20
