국가명,금액
미국 USD,"1,471.18"
유럽연합 EUR,"1,471.18"
일본 JPY (100엔),893.67
중국 CNY,190.32
홍콩 HKD,176.10
대만 TWD,42.54
영국 GBP,"1,717.09"
오만 OMR,"3,581.39"
캐나다 CAD,"1,001.31"
스위스 CHF,"1,514.50"
스웨덴 SEK,126.06
호주 AUD,887.95
뉴질랜드 NZD,815.42
체코 CZK,58.27
칠레 CLP,1.41
튀르키예 TRY,42.41
몽골 MNT,0.41
이스라엘 ILS,363.43
덴마크 DKK,197.18
노르웨이 NOK,125.30
사우디아라비아 SAR,367.57
쿠웨이트 KWD,"4,474.88"
바레인 BHD,"3,657.39"
아랍에미리트 AED,375.43
요르단 JOD,"1,944.71"
이집트 EGP,28.43
태국 THB,37.51
싱가포르 SGD,"1,013.86"
말레이시아 MYR,288.00
인도네시아 IDR 100,8.52
카타르 QAR,378.17
카자흐스탄 KZT,3.07
브루나이 BND,"1,013.86"
인도 INR,16.50
파키스탄 PKR,4.96
방글라데시 BDT,12.56
필리핀 PHP,24.13
멕시코 MXN,81.27
브라질 BRL,263.47
베트남 VND 100,5.43
남아프리카 공화국 ZAR,72.46
러시아 RUB,14.66
헝가리 HUF,3.74
폴란드 PLN,339.02
스리랑카 LKR,4.57
알제리 DZD,10.23
케냐 KES,10.41
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.32
루마니아 RON,295.71
리비아 LYD,282.56
마카오 MOP,170.70
미얀마 MMK,0.66
에티오피아 ETB,24.23
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,606.81
