국가명,금액
미국 USD,"1,480.89"
유럽연합 EUR,"1,480.89"
일본 JPY (100엔),944.64
중국 CNY,188.31
홍콩 HKD,172.33
대만 TWD,41.73
영국 GBP,"1,757.22"
오만 OMR,"3,490.22"
캐나다 CAD,987.11
스위스 CHF,"1,587.45"
스웨덴 SEK,129.55
호주 AUD,893.96
뉴질랜드 NZD,825.50
체코 CZK,59.07
칠레 CLP,1.42
튀르키예 TRY,39.48
몽골 MNT,0.40
이스라엘 ILS,357.25
덴마크 DKK,198.46
노르웨이 NOK,124.07
사우디아라비아 SAR,358.13
쿠웨이트 KWD,"4,398.80"
바레인 BHD,"3,564.29"
아랍에미리트 AED,365.84
요르단 JOD,"1,895.20"
이집트 EGP,27.79
태국 THB,39.94
싱가포르 SGD,"1,029.81"
말레이시아 MYR,309.50
인도네시아 IDR 100,8.72
카타르 QAR,368.64
카자흐스탄 KZT,2.82
브루나이 BND,"1,029.81"
인도 INR,16.00
파키스탄 PKR,4.82
방글라데시 BDT,11.24
필리핀 PHP,23.85
멕시코 MXN,66.79
브라질 BRL,237.24
베트남 VND 100,5.45
남아프리카 공화국 ZAR,74.84
러시아 RUB,14.77
헝가리 HUF,3.73
폴란드 PLN,345.94
스리랑카 LKR,4.47
알제리 DZD,10.14
케냐 KES,10.42
콜롬비아 COP,0.31
탄자니아 TZS,0.49
네팔 NPR,10.00
루마니아 RON,297.73
리비아 LYD,281.65
마카오 MOP,167.23
미얀마 MMK,0.64
에티오피아 ETB,11.80
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,604.40
