국가명,금액
미국 USD,"1,450.07"
유럽연합 EUR,"1,450.07"
일본 JPY (100엔),883.76
중국 CNY,184.51
홍콩 HKD,171.04
대만 TWD,41.99
영국 GBP,"1,690.79"
오만 OMR,"3,474.64"
캐나다 CAD,985.02
스위스 CHF,"1,487.24"
스웨덴 SEK,126.48
호주 AUD,874.99
뉴질랜드 NZD,802.82
체코 CZK,57.32
칠레 CLP,1.37
튀르키예 TRY,41.58
몽골 MNT,0.39
이스라엘 ILS,366.89
덴마크 DKK,194.46
노르웨이 NOK,124.86
사우디아라비아 SAR,356.68
쿠웨이트 KWD,"4,347.28"
바레인 BHD,"3,551.10"
아랍에미리트 AED,364.28
요르단 JOD,"1,886.74"
이집트 EGP,28.22
태국 THB,36.83
싱가포르 SGD,994.17
말레이시아 MYR,283.17
인도네시아 IDR 100,8.49
카타르 QAR,366.79
카자흐스탄 KZT,2.97
브루나이 BND,994.17
인도 INR,16.03
파키스탄 PKR,4.81
방글라데시 BDT,12.19
필리핀 PHP,23.77
멕시코 MXN,80.20
브라질 BRL,268.95
베트남 VND 100,5.41
남아프리카 공화국 ZAR,70.86
러시아 RUB,14.40
헝가리 HUF,3.65
폴란드 PLN,336.67
스리랑카 LKR,4.42
알제리 DZD,9.94
케냐 KES,10.13
콜롬비아 COP,0.34
탄자니아 TZS,0.52
네팔 NPR,10.02
루마니아 RON,291.73
리비아 LYD,276.52
마카오 MOP,165.97
미얀마 MMK,0.64
에티오피아 ETB,23.55
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,587.12
