국가명,금액
미국 USD,"1,495.44"
유럽연합 EUR,"1,495.44"
일본 JPY (100엔),864.14
중국 CNY,189.24
홍콩 HKD,176.17
대만 TWD,42.35
영국 GBP,"1,775.91"
오만 OMR,"3,572.82"
캐나다 CAD,"1,009.10"
스위스 CHF,"1,534.81"
스웨덴 SEK,130.82
호주 AUD,929.84
뉴질랜드 NZD,836.58
체코 CZK,58.99
칠레 CLP,1.50
튀르키예 TRY,41.72
몽골 MNT,0.40
이스라엘 ILS,378.07
덴마크 DKK,200.45
노르웨이 NOK,128.23
사우디아라비아 SAR,366.73
쿠웨이트 KWD,"4,500.10"
바레인 BHD,"3,648.64"
아랍에미리트 AED,374.49
요르단 JOD,"1,940.06"
이집트 EGP,28.66
태국 THB,38.06
싱가포르 SGD,"1,023.93"
말레이시아 MYR,294.49
인도네시아 IDR 100,8.51
카타르 QAR,377.20
카자흐스탄 KZT,2.90
브루나이 BND,"1,023.93"
인도 INR,16.47
파키스탄 PKR,4.93
방글라데시 BDT,11.71
필리핀 PHP,23.62
멕시코 MXN,77.41
브라질 BRL,252.85
베트남 VND 100,5.41
남아프리카 공화국 ZAR,76.41
러시아 RUB,15.72
헝가리 HUF,3.80
폴란드 PLN,350.36
스리랑카 LKR,4.54
알제리 DZD,10.23
케냐 KES,10.66
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.29
루마니아 RON,300.62
리비아 LYD,283.61
마카오 MOP,170.95
미얀마 MMK,0.66
에티오피아 ETB,23.81
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,610.58
