국가명,금액
미국 USD,"1,486.05"
유럽연합 EUR,"1,486.05"
일본 JPY (100엔),871.56
중국 CNY,190.67
홍콩 HKD,178.09
대만 TWD,42.95
영국 GBP,"1,756.82"
오만 OMR,"3,610.58"
캐나다 CAD,"1,014.08"
스위스 CHF,"1,554.64"
스웨덴 SEK,132.08
호주 AUD,922.47
뉴질랜드 NZD,850.12
체코 CZK,59.53
칠레 CLP,1.48
튀르키예 TRY,42.33
몽골 MNT,0.41
이스라엘 ILS,369.89
덴마크 DKK,199.21
노르웨이 NOK,131.42
사우디아라비아 SAR,370.52
쿠웨이트 KWD,"4,530.49"
바레인 BHD,"3,687.49"
아랍에미리트 AED,378.44
요르단 JOD,"1,960.51"
이집트 EGP,29.13
태국 THB,37.83
싱가포르 SGD,"1,025.79"
말레이시아 MYR,294.93
인도네시아 IDR 100,8.47
카타르 QAR,381.29
카자흐스탄 KZT,2.98
브루나이 BND,"1,025.79"
인도 INR,16.64
파키스탄 PKR,4.99
방글라데시 BDT,11.83
필리핀 PHP,23.62
멕시코 MXN,76.34
브라질 BRL,254.93
베트남 VND 100,5.46
남아프리카 공화국 ZAR,77.28
러시아 RUB,15.59
헝가리 HUF,3.75
폴란드 PLN,343.37
스리랑카 LKR,4.55
알제리 DZD,10.32
케냐 KES,10.82
콜롬비아 COP,0.34
탄자니아 TZS,0.53
네팔 NPR,10.40
루마니아 RON,298.58
리비아 LYD,286.70
마카오 MOP,172.82
미얀마 MMK,0.66
에티오피아 ETB,24.09
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,619.80
