국가명,금액
미국 USD,"1,480.55"
유럽연합 EUR,"1,480.55"
일본 JPY (100엔),918.68
중국 CNY,190.09
홍콩 HKD,175.34
대만 TWD,41.77
영국 GBP,"1,744.92"
오만 OMR,"3,557.92"
캐나다 CAD,988.63
스위스 CHF,"1,572.04"
스웨덴 SEK,127.87
호주 AUD,893.45
뉴질랜드 NZD,816.20
체코 CZK,58.49
칠레 CLP,1.44
튀르키예 TRY,41.29
몽골 MNT,0.40
이스라엘 ILS,360.42
덴마크 DKK,198.40
노르웨이 NOK,125.33
사우디아라비아 SAR,365.05
쿠웨이트 KWD,"4,483.50"
바레인 BHD,"3,633.90"
아랍에미리트 AED,372.94
요르단 JOD,"1,932.02"
이집트 EGP,28.13
태국 THB,38.69
싱가포르 SGD,"1,027.57"
말레이시아 MYR,304.13
인도네시아 IDR 100,8.47
카타르 QAR,375.54
카자흐스탄 KZT,2.89
브루나이 BND,"1,027.57"
인도 INR,16.36
파키스탄 PKR,4.92
방글라데시 BDT,11.66
필리핀 PHP,23.55
멕시코 MXN,72.36
브라질 BRL,238.14
베트남 VND 100,5.43
남아프리카 공화국 ZAR,75.12
러시아 RUB,15.97
헝가리 HUF,3.74
폴란드 PLN,344.46
스리랑카 LKR,4.54
알제리 DZD,10.17
케냐 KES,10.58
콜롬비아 COP,0.34
탄자니아 TZS,0.51
네팔 NPR,10.22
루마니아 RON,297.57
리비아 LYD,283.62
마카오 MOP,170.14
미얀마 MMK,0.65
에티오피아 ETB,16.92
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,607.10
