국가명,금액
미국 USD,"1,480.19"
유럽연합 EUR,"1,480.19"
일본 JPY (100엔),858.73
중국 CNY,189.28
홍콩 HKD,176.99
대만 TWD,42.50
영국 GBP,"1,747.33"
오만 OMR,"3,589.42"
캐나다 CAD,"1,010.05"
스위스 CHF,"1,537.86"
스웨덴 SEK,130.35
호주 AUD,921.66
뉴질랜드 NZD,841.57
체코 CZK,59.09
칠레 CLP,1.47
튀르키예 TRY,42.21
몽골 MNT,0.41
이스라엘 ILS,366.52
덴마크 DKK,198.48
노르웨이 NOK,129.33
사우디아라비아 SAR,368.38
쿠웨이트 KWD,"4,505.44"
바레인 BHD,"3,666.17"
아랍에미리트 AED,376.26
요르단 JOD,"1,949.22"
이집트 EGP,28.77
태국 THB,37.63
싱가포르 SGD,"1,019.06"
말레이시아 MYR,292.95
인도네시아 IDR 100,8.46
카타르 QAR,379.07
카자흐스탄 KZT,2.92
브루나이 BND,"1,019.06"
인도 INR,16.58
파키스탄 PKR,4.97
방글라데시 BDT,11.76
필리핀 PHP,23.63
멕시코 MXN,75.45
브라질 BRL,247.04
베트남 VND 100,5.43
남아프리카 공화국 ZAR,75.99
러시아 RUB,16.12
헝가리 HUF,3.75
폴란드 PLN,343.30
스리랑카 LKR,4.52
알제리 DZD,10.26
케냐 KES,10.69
콜롬비아 COP,0.33
탄자니아 TZS,0.52
네팔 NPR,10.36
루마니아 RON,297.40
리비아 LYD,283.50
마카오 MOP,171.72
미얀마 MMK,0.66
에티오피아 ETB,23.94
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,617.48
