국가명,금액
미국 USD,"1,460.70"
유럽연합 EUR,"1,460.70"
일본 JPY (100엔),889.65
중국 CNY,186.08
홍콩 HKD,172.44
대만 TWD,42.13
영국 GBP,"1,703.97"
오만 OMR,"3,511.05"
캐나다 CAD,998.56
스위스 CHF,"1,490.07"
스웨덴 SEK,126.77
호주 AUD,883.98
뉴질랜드 NZD,808.72
체코 CZK,57.65
칠레 CLP,1.40
튀르키예 TRY,42.27
몽골 MNT,0.40
이스라엘 ILS,363.15
덴마크 DKK,195.84
노르웨이 NOK,125.72
사우디아라비아 SAR,359.92
쿠웨이트 KWD,"4,388.67"
바레인 BHD,"3,580.81"
아랍에미리트 AED,367.60
요르단 JOD,"1,905.30"
이집트 EGP,28.51
태국 THB,36.81
싱가포르 SGD,"1,000.19"
말레이시아 MYR,283.91
인도네시아 IDR 100,8.50
카타르 QAR,370.22
카자흐스탄 KZT,3.02
브루나이 BND,"1,000.19"
인도 INR,16.16
파키스탄 PKR,4.86
방글라데시 BDT,12.30
필리핀 PHP,23.93
멕시코 MXN,81.45
브라질 BRL,265.98
베트남 VND 100,5.40
남아프리카 공화국 ZAR,72.16
러시아 RUB,14.60
헝가리 HUF,3.72
폴란드 PLN,340.14
스리랑카 LKR,4.50
알제리 DZD,10.04
케냐 KES,10.31
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.11
루마니아 RON,294.00
리비아 LYD,278.45
마카오 MOP,167.33
미얀마 MMK,0.64
에티오피아 ETB,23.75
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,599.40
