국가명,금액
미국 USD,"1,485.46"
유럽연합 EUR,"1,485.46"
일본 JPY (100엔),929.22
중국 CNY,190.02
홍콩 HKD,174.39
대만 TWD,41.76
영국 GBP,"1,743.13"
오만 OMR,"3,536.09"
캐나다 CAD,981.54
스위스 CHF,"1,587.85"
스웨덴 SEK,128.70
호주 AUD,886.68
뉴질랜드 NZD,811.66
체코 CZK,58.62
칠레 CLP,1.43
튀르키예 TRY,40.95
몽골 MNT,0.40
이스라엘 ILS,357.96
덴마크 DKK,199.08
노르웨이 NOK,124.33
사우디아라비아 SAR,362.80
쿠웨이트 KWD,"4,462.33"
바레인 BHD,"3,611.98"
아랍에미리트 AED,370.68
요르단 JOD,"1,920.31"
이집트 EGP,27.97
태국 THB,38.55
싱가포르 SGD,"1,026.23"
말레이시아 MYR,302.72
인도네시아 IDR 100,8.42
카타르 QAR,373.32
카자흐스탄 KZT,2.87
브루나이 BND,"1,026.23"
인도 INR,16.25
파키스탄 PKR,4.89
방글라데시 BDT,11.59
필리핀 PHP,23.50
멕시코 MXN,71.03
브라질 BRL,237.95
베트남 VND 100,5.40
남아프리카 공화국 ZAR,74.47
러시아 RUB,15.92
헝가리 HUF,3.73
폴란드 PLN,346.02
스리랑카 LKR,4.51
알제리 DZD,10.13
케냐 KES,10.47
콜롬비아 COP,0.33
탄자니아 TZS,0.50
네팔 NPR,10.16
루마니아 RON,298.49
리비아 LYD,281.90
마카오 MOP,169.24
미얀마 MMK,0.65
에티오피아 ETB,16.91
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,603.96
