국가명,금액
미국 USD,"1,479.93"
유럽연합 EUR,"1,479.93"
일본 JPY (100엔),906.84
중국 CNY,189.99
홍콩 HKD,173.64
대만 TWD,41.75
영국 GBP,"1,769.83"
오만 OMR,"3,502.66"
캐나다 CAD,993.37
스위스 CHF,"1,571.45"
스웨덴 SEK,130.03
호주 AUD,916.51
뉴질랜드 NZD,830.80
체코 CZK,58.39
칠레 CLP,1.46
튀르키예 TRY,39.36
몽골 MNT,0.40
이스라엘 ILS,353.43
덴마크 DKK,198.54
노르웨이 NOK,126.52
사우디아라비아 SAR,359.07
쿠웨이트 KWD,"4,401.48"
바레인 BHD,"3,576.22"
아랍에미리트 AED,367.17
요르단 JOD,"1,903.73"
이집트 EGP,27.90
태국 THB,40.51
싱가포르 SGD,"1,033.80"
말레이시아 MYR,319.60
인도네시아 IDR 100,8.73
카타르 QAR,370.01
카자흐스탄 KZT,2.79
브루나이 BND,"1,033.80"
인도 INR,16.05
파키스탄 PKR,4.86
방글라데시 BDT,11.29
필리핀 PHP,23.96
멕시코 MXN,70.01
브라질 BRL,247.05
베트남 VND 100,5.45
남아프리카 공화국 ZAR,77.14
러시아 RUB,14.20
헝가리 HUF,3.69
폴란드 PLN,342.78
스리랑카 LKR,4.59
알제리 DZD,10.11
케냐 KES,10.46
콜롬비아 COP,0.32
탄자니아 TZS,0.50
네팔 NPR,10.04
루마니아 RON,297.31
리비아 LYD,282.83
마카오 MOP,168.50
미얀마 MMK,0.64
에티오피아 ETB,11.20
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,609.75
