국가명,금액
미국 USD,"1,453.82"
유럽연합 EUR,"1,453.82"
일본 JPY (100엔),885.93
중국 CNY,185.21
홍콩 HKD,171.61
대만 TWD,42.06
영국 GBP,"1,694.31"
오만 OMR,"3,486.84"
캐나다 CAD,987.93
스위스 CHF,"1,485.78"
스웨덴 SEK,126.74
호주 AUD,876.32
뉴질랜드 NZD,805.44
체코 CZK,57.44
칠레 CLP,1.37
튀르키예 TRY,41.67
몽골 MNT,0.39
이스라엘 ILS,366.21
덴마크 DKK,194.89
노르웨이 NOK,124.72
사우디아라비아 SAR,357.92
쿠웨이트 KWD,"4,362.27"
바레인 BHD,"3,560.84"
아랍에미리트 AED,365.57
요르단 JOD,"1,893.37"
이집트 EGP,28.07
태국 THB,36.92
싱가포르 SGD,997.55
말레이시아 MYR,283.90
인도네시아 IDR 100,8.52
카타르 QAR,368.08
카자흐스탄 KZT,2.98
브루나이 BND,997.55
인도 INR,16.11
파키스탄 PKR,4.83
방글라데시 BDT,12.23
필리핀 PHP,23.87
멕시코 MXN,80.61
브라질 BRL,269.71
베트남 VND 100,5.42
남아프리카 공화국 ZAR,70.72
러시아 RUB,14.52
헝가리 HUF,3.68
폴란드 PLN,337.34
스리랑카 LKR,4.45
알제리 DZD,9.97
케냐 KES,10.21
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.07
루마니아 RON,292.54
리비아 LYD,277.76
마카오 MOP,166.53
미얀마 MMK,0.64
에티오피아 ETB,23.63
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,595.76
