국가명,금액
미국 USD,"1,491.69"
유럽연합 EUR,"1,491.69"
일본 JPY (100엔),859.22
중국 CNY,189.98
홍콩 HKD,177.69
대만 TWD,42.57
영국 GBP,"1,761.14"
오만 OMR,"3,605.81"
캐나다 CAD,"1,014.80"
스위스 CHF,"1,535.70"
스웨덴 SEK,131.32
호주 AUD,925.58
뉴질랜드 NZD,844.03
체코 CZK,59.31
칠레 CLP,1.47
튀르키예 TRY,42.65
몽골 MNT,0.41
이스라엘 ILS,368.10
덴마크 DKK,199.99
노르웨이 NOK,130.11
사우디아라비아 SAR,370.03
쿠웨이트 KWD,"4,528.91"
바레인 BHD,"3,682.33"
아랍에미리트 AED,377.95
요르단 JOD,"1,957.97"
이집트 EGP,28.82
태국 THB,37.69
싱가포르 SGD,"1,023.07"
말레이시아 MYR,294.42
인도네시아 IDR 100,8.49
카타르 QAR,380.80
카자흐스탄 KZT,2.93
브루나이 BND,"1,023.07"
인도 INR,16.63
파키스탄 PKR,4.97
방글라데시 BDT,11.81
필리핀 PHP,23.63
멕시코 MXN,75.99
브라질 BRL,244.56
베트남 VND 100,5.45
남아프리카 공화국 ZAR,74.61
러시아 RUB,15.80
헝가리 HUF,3.78
폴란드 PLN,346.46
스리랑카 LKR,4.59
알제리 DZD,10.31
케냐 KES,10.80
콜롬비아 COP,0.34
탄자니아 TZS,0.52
네팔 NPR,10.39
루마니아 RON,299.73
리비아 LYD,284.94
마카오 MOP,172.38
미얀마 MMK,0.66
에티오피아 ETB,24.04
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,612.75
