국가명,금액
미국 USD,"1,453.08"
유럽연합 EUR,"1,453.08"
일본 JPY (100엔),885.67
중국 CNY,184.99
홍콩 HKD,171.37
대만 TWD,41.95
영국 GBP,"1,694.65"
오만 OMR,"3,482.17"
캐나다 CAD,986.86
스위스 CHF,"1,488.98"
스웨덴 SEK,126.71
호주 AUD,876.42
뉴질랜드 NZD,805.10
체코 CZK,57.44
칠레 CLP,1.37
튀르키예 TRY,41.67
몽골 MNT,0.39
이스라엘 ILS,367.81
덴마크 DKK,194.85
노르웨이 NOK,125.13
사우디아라비아 SAR,357.46
쿠웨이트 KWD,"4,356.42"
바레인 BHD,"3,559.27"
아랍에미리트 AED,365.06
요르단 JOD,"1,890.83"
이집트 EGP,28.28
태국 THB,36.84
싱가포르 SGD,996.69
말레이시아 MYR,283.78
인도네시아 IDR 100,8.50
카타르 QAR,367.59
카자흐스탄 KZT,2.98
브루나이 BND,996.69
인도 INR,16.09
파키스탄 PKR,4.81
방글라데시 BDT,12.22
필리핀 PHP,23.81
멕시코 MXN,80.38
브라질 BRL,269.37
베트남 VND 100,5.41
남아프리카 공화국 ZAR,71.00
러시아 RUB,14.43
헝가리 HUF,3.66
폴란드 PLN,337.43
스리랑카 LKR,4.44
알제리 DZD,9.94
케냐 KES,10.16
콜롬비아 COP,0.34
탄자니아 TZS,0.52
네팔 NPR,10.05
루마니아 RON,292.34
리비아 LYD,277.12
마카오 MOP,166.31
미얀마 MMK,0.64
에티오피아 ETB,23.60
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,595.36
