국가명,금액
미국 USD,"1,469.80"
유럽연합 EUR,"1,469.80"
일본 JPY (100엔),892.67
중국 CNY,190.46
홍콩 HKD,176.23
대만 TWD,42.32
영국 GBP,"1,701.94"
오만 OMR,"3,586.83"
캐나다 CAD,"1,006.63"
스위스 CHF,"1,516.25"
스웨덴 SEK,126.71
호주 AUD,889.85
뉴질랜드 NZD,816.52
체코 CZK,58.16
칠레 CLP,1.44
튀르키예 TRY,42.46
몽골 MNT,0.41
이스라엘 ILS,366.37
덴마크 DKK,197.00
노르웨이 NOK,125.52
사우디아라비아 SAR,368.17
쿠웨이트 KWD,"4,480.57"
바레인 BHD,"3,662.84"
아랍에미리트 AED,376.01
요르단 JOD,"1,947.81"
이집트 EGP,28.68
태국 THB,37.27
싱가포르 SGD,"1,013.76"
말레이시아 MYR,289.03
인도네시아 IDR 100,8.52
카타르 QAR,378.62
카자흐스탄 KZT,3.10
브루나이 BND,"1,013.76"
인도 INR,16.57
파키스탄 PKR,4.96
방글라데시 BDT,12.58
필리핀 PHP,24.02
멕시코 MXN,80.62
브라질 BRL,265.58
베트남 VND 100,5.43
남아프리카 공화국 ZAR,72.23
러시아 RUB,14.80
헝가리 HUF,3.73
폴란드 PLN,340.70
스리랑카 LKR,4.60
알제리 DZD,10.25
케냐 KES,10.31
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.35
루마니아 RON,295.40
리비아 LYD,283.26
마카오 MOP,171.02
미얀마 MMK,0.66
에티오피아 ETB,24.26
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,607.64
