국가명,금액
미국 USD,"1,510.97"
유럽연합 EUR,"1,510.97"
일본 JPY (100엔),885.44
중국 CNY,190.21
홍콩 HKD,177.77
대만 TWD,42.25
영국 GBP,"1,793.80"
오만 OMR,"3,604.77"
캐나다 CAD,"1,008.06"
스위스 CHF,"1,559.76"
스웨덴 SEK,129.32
호주 AUD,920.67
뉴질랜드 NZD,828.17
체코 CZK,59.84
칠레 CLP,1.47
튀르키예 TRY,42.16
몽골 MNT,0.41
이스라엘 ILS,381.82
덴마크 DKK,202.51
노르웨이 NOK,126.57
사우디아라비아 SAR,369.99
쿠웨이트 KWD,"4,539.74"
바레인 BHD,"3,681.26"
아랍에미리트 AED,377.84
요르단 JOD,"1,957.40"
이집트 EGP,28.67
태국 THB,38.21
싱가포르 SGD,"1,031.28"
말레이시아 MYR,296.38
인도네시아 IDR 100,8.57
카타르 QAR,380.57
카자흐스탄 KZT,2.93
브루나이 BND,"1,031.28"
인도 INR,16.59
파키스탄 PKR,4.99
방글라데시 BDT,11.81
필리핀 PHP,23.77
멕시코 MXN,77.30
브라질 BRL,249.11
베트남 VND 100,5.48
남아프리카 공화국 ZAR,76.01
러시아 RUB,15.80
헝가리 HUF,3.88
폴란드 PLN,353.08
스리랑카 LKR,4.57
알제리 DZD,10.32
케냐 KES,10.59
콜롬비아 COP,0.35
탄자니아 TZS,0.52
네팔 NPR,10.37
루마니아 RON,303.89
리비아 LYD,287.13
마카오 MOP,172.50
미얀마 MMK,0.66
에티오피아 ETB,24.01
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,617.85
