국가명,금액
미국 USD,"1,477.98"
유럽연합 EUR,"1,477.98"
일본 JPY (100엔),921.24
중국 CNY,188.16
홍콩 HKD,171.16
대만 TWD,41.81
영국 GBP,"1,756.81"
오만 OMR,"3,465.28"
캐나다 CAD,989.50
스위스 CHF,"1,575.37"
스웨덴 SEK,130.50
호주 AUD,906.45
뉴질랜드 NZD,836.28
체코 CZK,58.99
칠레 CLP,1.46
튀르키예 TRY,39.14
몽골 MNT,0.39
이스라엘 ILS,364.60
덴마크 DKK,198.16
노르웨이 NOK,127.02
사우디아라비아 SAR,355.52
쿠웨이트 KWD,"4,368.08"
바레인 BHD,"3,543.43"
아랍에미리트 AED,363.23
요르단 JOD,"1,881.66"
이집트 EGP,27.44
태국 THB,39.31
싱가포르 SGD,"1,024.38"
말레이시아 MYR,309.21
인도네시아 IDR 100,8.67
카타르 QAR,366.01
카자흐스탄 KZT,2.77
브루나이 BND,"1,024.38"
인도 INR,15.91
파키스탄 PKR,4.79
방글라데시 BDT,11.16
필리핀 PHP,23.76
멕시코 MXN,67.20
브라질 BRL,237.01
베트남 VND 100,5.36
남아프리카 공화국 ZAR,75.10
러시아 RUB,14.58
헝가리 HUF,3.76
폴란드 PLN,344.93
스리랑카 LKR,4.45
알제리 DZD,9.96
케냐 KES,10.36
콜롬비아 COP,0.32
탄자니아 TZS,0.49
네팔 NPR,9.94
루마니아 RON,296.92
리비아 LYD,280.25
마카오 MOP,166.10
미얀마 MMK,0.64
에티오피아 ETB,12.11
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,606.08
