국가명,금액
미국 USD,"1,488.98"
유럽연합 EUR,"1,488.98"
일본 JPY (100엔),906.43
중국 CNY,193.73
홍콩 HKD,177.49
대만 TWD,43.00
영국 GBP,"1,788.36"
오만 OMR,"3,582.19"
캐나다 CAD,997.79
스위스 CHF,"1,592.10"
스웨덴 SEK,130.35
호주 AUD,918.35
뉴질랜드 NZD,831.33
체코 CZK,59.00
칠레 CLP,1.46
튀르키예 TRY,40.25
몽골 MNT,0.41
이스라엘 ILS,364.12
덴마크 DKK,199.60
노르웨이 NOK,125.93
사우디아라비아 SAR,367.20
쿠웨이트 KWD,"4,500.95"
바레인 BHD,"3,657.53"
아랍에미리트 AED,375.43
요르단 JOD,"1,944.99"
이집트 EGP,28.28
태국 THB,40.93
싱가포르 SGD,"1,044.97"
말레이시아 MYR,316.90
인도네시아 IDR 100,8.87
카타르 QAR,378.22
카자흐스탄 KZT,2.84
브루나이 BND,"1,044.97"
인도 INR,16.40
파키스탄 PKR,4.96
방글라데시 BDT,11.54
필리핀 PHP,23.78
멕시코 MXN,69.75
브라질 BRL,242.34
베트남 VND 100,5.43
남아프리카 공화국 ZAR,77.86
러시아 RUB,14.30
헝가리 HUF,3.69
폴란드 PLN,342.68
스리랑카 LKR,4.70
알제리 DZD,10.33
케냐 KES,10.69
콜롬비아 COP,0.32
탄자니아 TZS,0.51
네팔 NPR,10.25
루마니아 RON,299.36
리비아 LYD,286.27
마카오 MOP,172.20
미얀마 MMK,0.66
에티오피아 ETB,11.53
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,615.86
