국가명,금액
미국 USD,"1,463.86"
유럽연합 EUR,"1,463.86"
일본 JPY (100엔),891.65
중국 CNY,187.68
홍콩 HKD,173.90
대만 TWD,42.37
영국 GBP,"1,708.66"
오만 OMR,"3,538.53"
캐나다 CAD,995.51
스위스 CHF,"1,492.44"
스웨덴 SEK,127.04
호주 AUD,887.40
뉴질랜드 NZD,814.66
체코 CZK,57.55
칠레 CLP,1.43
튀르키예 TRY,42.20
몽골 MNT,0.40
이스라엘 ILS,363.93
덴마크 DKK,196.25
노르웨이 NOK,125.65
사우디아라비아 SAR,363.19
쿠웨이트 KWD,"4,430.24"
바레인 BHD,"3,613.62"
아랍에미리트 AED,370.96
요르단 JOD,"1,921.44"
이집트 EGP,28.65
태국 THB,37.10
싱가포르 SGD,"1,006.69"
말레이시아 MYR,286.95
인도네시아 IDR 100,8.62
카타르 QAR,373.49
카자흐스탄 KZT,3.04
브루나이 BND,"1,006.69"
인도 INR,16.33
파키스탄 PKR,4.90
방글라데시 BDT,12.41
필리핀 PHP,24.10
멕시코 MXN,82.78
브라질 BRL,268.84
베트남 VND 100,5.46
남아프리카 공화국 ZAR,72.63
러시아 RUB,14.60
헝가리 HUF,3.74
폴란드 PLN,343.06
스리랑카 LKR,4.56
알제리 DZD,10.14
케냐 KES,10.48
콜롬비아 COP,0.36
탄자니아 TZS,0.53
네팔 NPR,10.23
루마니아 RON,294.52
리비아 LYD,281.83
마카오 MOP,168.75
미얀마 MMK,0.65
에티오피아 ETB,23.95
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,603.23
