국가명,금액
미국 USD,"1,465.81"
유럽연합 EUR,"1,465.81"
일본 JPY (100엔),891.55
중국 CNY,186.66
홍콩 HKD,172.82
대만 TWD,42.14
영국 GBP,"1,709.10"
오만 OMR,"3,514.64"
캐나다 CAD,994.78
스위스 CHF,"1,497.29"
스웨덴 SEK,127.16
호주 AUD,889.66
뉴질랜드 NZD,812.87
체코 CZK,57.94
칠레 CLP,1.43
튀르키예 TRY,42.26
몽골 MNT,0.40
이스라엘 ILS,362.13
덴마크 DKK,196.54
노르웨이 NOK,125.95
사우디아라비아 SAR,360.74
쿠웨이트 KWD,"4,400.33"
바레인 BHD,"3,588.84"
아랍에미리트 AED,368.43
요르단 JOD,"1,908.46"
이집트 EGP,28.46
태국 THB,36.96
싱가포르 SGD,"1,003.00"
말레이시아 MYR,284.68
인도네시아 IDR 100,8.56
카타르 QAR,370.97
카자흐스탄 KZT,3.03
브루나이 BND,"1,003.00"
인도 INR,16.25
파키스탄 PKR,4.86
방글라데시 BDT,12.33
필리핀 PHP,23.94
멕시코 MXN,82.12
브라질 BRL,267.07
베트남 VND 100,5.42
남아프리카 공화국 ZAR,72.32
러시아 RUB,14.63
헝가리 HUF,3.76
폴란드 PLN,342.31
스리랑카 LKR,4.53
알제리 DZD,10.06
케냐 KES,10.41
콜롬비아 COP,0.36
탄자니아 TZS,0.52
네팔 NPR,10.16
루마니아 RON,295.11
리비아 LYD,279.85
마카오 MOP,167.71
미얀마 MMK,0.64
에티오피아 ETB,23.80
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,601.86
