국가명,금액
미국 USD,"1,464.69"
유럽연합 EUR,"1,464.69"
일본 JPY (100엔),893.70
중국 CNY,186.41
홍콩 HKD,172.64
대만 TWD,42.15
영국 GBP,"1,708.57"
오만 OMR,"3,510.39"
캐나다 CAD,997.56
스위스 CHF,"1,499.25"
스웨덴 SEK,126.94
호주 AUD,889.96
뉴질랜드 NZD,814.35
체코 CZK,57.85
칠레 CLP,1.43
튀르키예 TRY,42.28
몽골 MNT,0.40
이스라엘 ILS,359.79
덴마크 DKK,196.36
노르웨이 NOK,125.91
사우디아라비아 SAR,360.31
쿠웨이트 KWD,"4,394.84"
바레인 BHD,"3,584.98"
아랍에미리트 AED,368.01
요르단 JOD,"1,906.21"
이집트 EGP,28.54
태국 THB,36.81
싱가포르 SGD,"1,002.22"
말레이시아 MYR,285.16
인도네시아 IDR 100,8.52
카타르 QAR,370.53
카자흐스탄 KZT,3.03
브루나이 BND,"1,002.22"
인도 INR,16.21
파키스탄 PKR,4.86
방글라데시 BDT,12.31
필리핀 PHP,23.95
멕시코 MXN,81.50
브라질 BRL,267.15
베트남 VND 100,5.42
남아프리카 공화국 ZAR,72.22
러시아 RUB,14.65
헝가리 HUF,3.73
폴란드 PLN,341.34
스리랑카 LKR,4.51
알제리 DZD,10.04
케냐 KES,10.40
콜롬비아 COP,0.36
탄자니아 TZS,0.57
네팔 NPR,10.12
루마니아 RON,294.76
리비아 LYD,279.52
마카오 MOP,167.53
미얀마 MMK,0.64
에티오피아 ETB,23.77
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,594.93
