국가명,금액
미국 USD,"1,454.17"
유럽연합 EUR,"1,454.17"
일본 JPY (100엔),890.36
중국 CNY,185.92
홍콩 HKD,172.21
대만 TWD,42.19
영국 GBP,"1,702.75"
오만 OMR,"3,500.61"
캐나다 CAD,996.41
스위스 CHF,"1,494.70"
스웨덴 SEK,126.21
호주 AUD,879.64
뉴질랜드 NZD,806.40
체코 CZK,57.52
칠레 CLP,1.38
튀르키예 TRY,41.55
몽골 MNT,0.40
이스라엘 ILS,365.09
덴마크 DKK,194.97
노르웨이 NOK,124.50
사우디아라비아 SAR,359.32
쿠웨이트 KWD,"4,380.48"
바레인 BHD,"3,577.65"
아랍에미리트 AED,366.98
요르단 JOD,"1,900.85"
이집트 EGP,28.52
태국 THB,37.09
싱가포르 SGD,999.26
말레이시아 MYR,285.32
인도네시아 IDR 100,8.49
카타르 QAR,365.74
카자흐스탄 KZT,3.01
브루나이 BND,999.26
인도 INR,16.17
파키스탄 PKR,4.85
방글라데시 BDT,12.28
필리핀 PHP,23.99
멕시코 MXN,81.38
브라질 BRL,268.75
베트남 VND 100,5.44
남아프리카 공화국 ZAR,71.48
러시아 RUB,14.58
헝가리 HUF,3.69
폴란드 PLN,338.36
스리랑카 LKR,4.49
알제리 DZD,10.01
케냐 KES,10.23
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.10
루마니아 RON,292.52
리비아 LYD,278.55
마카오 MOP,167.08
미얀마 MMK,0.64
에티오피아 ETB,23.72
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,597.44
