국가명,금액
미국 USD,"1,492.86"
유럽연합 EUR,"1,492.86"
일본 JPY (100엔),879.97
중국 CNY,189.33
홍콩 HKD,175.86
대만 TWD,42.45
영국 GBP,"1,754.17"
오만 OMR,"3,572.17"
캐나다 CAD,"1,004.02"
스위스 CHF,"1,539.11"
스웨덴 SEK,131.61
호주 AUD,912.35
뉴질랜드 NZD,848.89
체코 CZK,60.50
칠레 CLP,1.52
튀르키예 TRY,42.24
몽골 MNT,0.40
이스라엘 ILS,370.21
덴마크 DKK,200.12
노르웨이 NOK,129.98
사우디아라비아 SAR,366.22
쿠웨이트 KWD,"4,482.41"
바레인 BHD,"3,643.82"
아랍에미리트 AED,373.93
요르단 JOD,"1,937.24"
이집트 EGP,28.84
태국 THB,37.40
싱가포르 SGD,"1,018.95"
말레이시아 MYR,292.36
인도네시아 IDR 100,8.45
카타르 QAR,376.71
카자흐스탄 KZT,3.06
브루나이 BND,"1,018.95"
인도 INR,16.46
파키스탄 PKR,4.94
방글라데시 BDT,11.69
필리핀 PHP,23.36
멕시코 MXN,77.74
브라질 BRL,259.61
베트남 VND 100,5.40
남아프리카 공화국 ZAR,72.81
러시아 RUB,15.48
헝가리 HUF,3.80
폴란드 PLN,346.32
스리랑카 LKR,4.54
알제리 DZD,10.22
케냐 KES,10.52
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.30
루마니아 RON,300.01
리비아 LYD,284.29
마카오 MOP,170.65
미얀마 MMK,0.65
에티오피아 ETB,23.89
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,609.15
