국가명,금액
미국 USD,"1,465.92"
유럽연합 EUR,"1,465.92"
일본 JPY (100엔),884.67
중국 CNY,188.72
홍콩 HKD,174.27
대만 TWD,42.12
영국 GBP,"1,708.56"
오만 OMR,"3,537.85"
캐나다 CAD,995.14
스위스 CHF,"1,502.98"
스웨덴 SEK,125.81
호주 AUD,900.55
뉴질랜드 NZD,817.00
체코 CZK,58.46
칠레 CLP,1.45
튀르키예 TRY,42.17
몽골 MNT,0.40
이스라엘 ILS,366.39
덴마크 DKK,196.53
노르웨이 NOK,125.32
사우디아라비아 SAR,363.14
쿠웨이트 KWD,"4,429.70"
바레인 BHD,"3,612.25"
아랍에미리트 AED,370.80
요르단 JOD,"1,921.02"
이집트 EGP,28.40
태국 THB,37.05
싱가포르 SGD,"1,007.40"
말레이시아 MYR,287.25
인도네시아 IDR 100,8.52
카타르 QAR,373.56
카자흐스탄 KZT,3.09
브루나이 BND,"1,007.40"
인도 INR,16.32
파키스탄 PKR,4.88
방글라데시 BDT,12.41
필리핀 PHP,23.80
멕시코 MXN,80.27
브라질 BRL,268.51
베트남 VND 100,5.37
남아프리카 공화국 ZAR,73.49
러시아 RUB,14.89
헝가리 HUF,3.76
폴란드 PLN,338.94
스리랑카 LKR,4.58
알제리 DZD,10.14
케냐 KES,10.13
콜롬비아 COP,0.35
탄자니아 TZS,0.53
네팔 NPR,10.20
루마니아 RON,294.75
리비아 LYD,279.63
마카오 MOP,169.11
미얀마 MMK,0.65
에티오피아 ETB,23.73
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,606.09
