국가명,금액
미국 USD,"1,482.62"
유럽연합 EUR,"1,482.62"
일본 JPY (100엔),882.77
중국 CNY,190.94
홍콩 HKD,177.81
대만 TWD,42.87
영국 GBP,"1,758.68"
오만 OMR,"3,607.60"
캐나다 CAD,"1,008.57"
스위스 CHF,"1,557.70"
스웨덴 SEK,131.35
호주 AUD,916.05
뉴질랜드 NZD,850.21
체코 CZK,59.95
칠레 CLP,1.50
튀르키예 TRY,42.48
몽골 MNT,0.41
이스라엘 ILS,372.70
덴마크 DKK,198.75
노르웨이 NOK,129.57
사우디아라비아 SAR,370.21
쿠웨이트 KWD,"4,528.12"
바레인 BHD,"3,684.94"
아랍에미리트 AED,378.16
요르단 JOD,"1,959.10"
이집트 EGP,29.11
태국 THB,37.87
싱가포르 SGD,"1,025.02"
말레이시아 MYR,294.31
인도네시아 IDR 100,8.49
카타르 QAR,380.94
카자흐스탄 KZT,3.07
브루나이 BND,"1,025.02"
인도 INR,16.62
파키스탄 PKR,4.99
방글라데시 BDT,11.82
필리핀 PHP,23.69
멕시코 MXN,75.12
브라질 BRL,259.08
베트남 VND 100,5.46
남아프리카 공화국 ZAR,75.21
러시아 RUB,15.53
헝가리 HUF,3.72
폴란드 PLN,338.71
스리랑카 LKR,4.57
알제리 DZD,10.30
케냐 KES,10.77
콜롬비아 COP,0.33
탄자니아 TZS,0.53
네팔 NPR,10.39
루마니아 RON,297.85
리비아 LYD,286.49
마카오 MOP,172.53
미얀마 MMK,0.66
에티오피아 ETB,24.09
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,619.36
