국가명,금액
미국 USD,"1,500.44"
유럽연합 EUR,"1,500.44"
일본 JPY (100엔),900.91
중국 CNY,190.15
홍콩 HKD,176.84
대만 TWD,42.03
영국 GBP,"1,779.11"
오만 OMR,"3,586.07"
캐나다 CAD,998.99
스위스 CHF,"1,564.86"
스웨덴 SEK,127.79
호주 AUD,905.74
뉴질랜드 NZD,814.07
체코 CZK,59.21
칠레 CLP,1.45
튀르키예 TRY,41.80
몽골 MNT,0.41
이스라엘 ILS,377.49
덴마크 DKK,201.05
노르웨이 NOK,125.57
사우디아라비아 SAR,368.00
쿠웨이트 KWD,"4,514.72"
바레인 BHD,"3,662.46"
아랍에미리트 AED,375.88
요르단 JOD,"1,947.25"
이집트 EGP,28.57
태국 THB,38.52
싱가포르 SGD,"1,029.15"
말레이시아 MYR,297.61
인도네시아 IDR 100,8.50
카타르 QAR,378.60
카자흐스탄 KZT,2.91
브루나이 BND,"1,029.15"
인도 INR,16.49
파키스탄 PKR,4.96
방글라데시 BDT,11.75
필리핀 PHP,23.65
멕시코 MXN,74.80
브라질 BRL,243.64
베트남 VND 100,5.46
남아프리카 공화국 ZAR,75.54
러시아 RUB,16.03
헝가리 HUF,3.84
폴란드 PLN,351.26
스리랑카 LKR,4.56
알제리 DZD,10.27
케냐 KES,10.52
콜롬비아 COP,0.34
탄자니아 TZS,0.51
네팔 NPR,10.31
루마니아 RON,301.82
리비아 LYD,285.73
마카오 MOP,171.61
미얀마 MMK,0.66
에티오피아 ETB,23.88
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,611.47
