국가명,금액
미국 USD,"1,503.71"
유럽연합 EUR,"1,503.71"
일본 JPY (100엔),899.46
중국 CNY,191.12
홍콩 HKD,177.48
대만 TWD,42.21
영국 GBP,"1,781.21"
오만 OMR,"3,598.54"
캐나다 CAD,"1,002.53"
스위스 CHF,"1,572.17"
스웨덴 SEK,127.96
호주 AUD,907.02
뉴질랜드 NZD,816.00
체코 CZK,59.30
칠레 CLP,1.46
튀르키예 TRY,41.83
몽골 MNT,0.41
이스라엘 ILS,377.01
덴마크 DKK,201.47
노르웨이 NOK,125.59
사우디아라비아 SAR,369.29
쿠웨이트 KWD,"4,529.52"
바레인 BHD,"3,674.90"
아랍에미리트 AED,377.18
요르단 JOD,"1,954.02"
이집트 EGP,28.66
태국 THB,38.22
싱가포르 SGD,"1,031.15"
말레이시아 MYR,297.01
인도네시아 IDR 100,8.54
카타르 QAR,379.92
카자흐스탄 KZT,2.92
브루나이 BND,"1,031.15"
인도 INR,16.54
파키스탄 PKR,4.98
방글라데시 BDT,11.79
필리핀 PHP,23.69
멕시코 MXN,75.20
브라질 BRL,245.43
베트남 VND 100,5.48
남아프리카 공화국 ZAR,75.48
러시아 RUB,16.30
헝가리 HUF,3.83
폴란드 PLN,350.91
스리랑카 LKR,4.57
알제리 DZD,10.31
케냐 KES,10.42
콜롬비아 COP,0.34
탄자니아 TZS,0.52
네팔 NPR,10.34
루마니아 RON,302.60
리비아 LYD,286.72
마카오 MOP,172.23
미얀마 MMK,0.66
에티오피아 ETB,23.96
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.34
피지 FJD,612.90
