국가명,금액
미국 USD,"1,477.10"
유럽연합 EUR,"1,477.10"
일본 JPY (100엔),873.22
중국 CNY,187.79
홍콩 HKD,174.37
대만 TWD,42.16
영국 GBP,"1,726.66"
오만 OMR,"3,533.48"
캐나다 CAD,998.49
스위스 CHF,"1,495.41"
스웨덴 SEK,127.24
호주 AUD,909.02
뉴질랜드 NZD,831.50
체코 CZK,59.67
칠레 CLP,1.53
튀르키예 TRY,42.24
몽골 MNT,0.40
이스라엘 ILS,367.41
덴마크 DKK,197.97
노르웨이 NOK,127.31
사우디아라비아 SAR,362.63
쿠웨이트 KWD,"4,432.13"
바레인 BHD,"3,607.43"
아랍에미리트 AED,370.26
요르단 JOD,"1,918.19"
이집트 EGP,29.15
태국 THB,37.69
싱가포르 SGD,"1,009.95"
말레이시아 MYR,290.29
인도네시아 IDR 100,8.53
카타르 QAR,373.06
카자흐스탄 KZT,3.07
브루나이 BND,"1,009.95"
인도 INR,16.33
파키스탄 PKR,4.89
방글라데시 BDT,11.61
필리핀 PHP,23.51
멕시코 MXN,81.98
브라질 BRL,266.43
베트남 VND 100,5.34
남아프리카 공화국 ZAR,74.64
러시아 RUB,15.00
헝가리 HUF,3.83
폴란드 PLN,347.20
스리랑카 LKR,4.54
알제리 DZD,10.11
케냐 KES,10.34
콜롬비아 COP,0.36
탄자니아 TZS,0.53
네팔 NPR,10.20
루마니아 RON,296.91
리비아 LYD,281.38
마카오 MOP,169.20
미얀마 MMK,0.65
에티오피아 ETB,23.68
우즈베키스탄 UZS,0.11
캄보디아 KHR,0.33
피지 FJD,603.16
